trait,disc.trait,alpha1,alpha2,alpha3,alpha4,sigma1,sigma2,sigma3,sigma4,theta1,theta2,theta3,theta4,simmap
leafarea,app,0.126651144030245,0.252647995889621,0.231356433174736,NA,1.05002066538643,0.0833743565367973,0.0371206805330504,NA,-0.285364865570592,1.34514305491512,-0.513919640147136,NA,9
leafarea,app,3.01258641806933,0.0071796156702473,0.0271243696153848,NA,0.757035752021322,0.757035752021322,0.757035752021322,NA,-0.467338053166326,0,0,NA,10
leafarea,app,0.11005459644581,0.263561902442675,0.159305208979215,NA,0.886538715924548,0.0317013476472419,0.0202388474917026,NA,-0.365369769620188,1.30979737514439,-0.31190797615416,NA,11
leafarea,app,3.82502866055869,0.153381547822678,0.0307648843070042,NA,0.0234050485434585,0.0234050485434585,0.0234050485434585,NA,-0.467414093635993,0,0,NA,12
leafarea,app,4.25230235318714,0.00155331266891201,0.0368288858954992,NA,0.357898364120104,0.357898364120104,0.357898364120104,NA,-0.467411874745375,0,0,NA,13
leafarea,app,0.882752061882824,1.04909121910809,1.70433014134283e-07,NA,2.47826519786212,0.277475406062142,1.00063642975459e-09,NA,-0.532674750674772,0.465171923394238,-4.02583435874848e-10,NA,14
leafarea,app,3.41870916887836,0.079418858393537,1.59819634814385e-06,NA,0.472211534039846,0.472211534039846,0.472211534039846,NA,1.33064828131693,0,0,NA,15
leafarea,app,2.46368502851698,0.000158481672622894,1.57583402913703e-05,NA,4.08315868340767,4.08315868340767,4.08315868340767,NA,1.6154345343982,6.42872294521536e-316,-5.58372933864556e-317,NA,16
leafarea,app,4.25293339483062,0.00179343163011333,0.179344714191472,NA,0.124477156683478,0.124477156683478,0.124477156683478,NA,-1.25620800468589,0,0,NA,17
leafarea,app,5.00761452787614,1.84575106389445,1.75928805738977e-09,NA,2.74884041917754,2.74884041917754,2.74884041917754,NA,-1.36820791232132,0,0,NA,18
leafarea,app,4.28220332036906,0.672621989612827,1.70223843431422e-07,NA,3.35832744121458,4.15890061236282,1.67781575399736e-09,NA,-1.36820969063216,0,0,NA,19
leafarea,app,3.08495598884799,0.0347692224285803,2.88342242304856e-08,NA,1.51420405476993e-09,1.51420405476993e-09,1.51420405476993e-09,NA,-1.36820968304511,0,0,NA,20
leafarea,app,1.87744664504132,1.81280674224802,1.08868067963354e-09,NA,2.97522054252977,2.97522054252977,2.97522054252977,NA,-0.35842143616919,0.892827902710218,2.97162902394969e-15,NA,21
leafarea,app,0.132047161909643,0.152573155268972,0.137882513320313,NA,1.06177615659431,0.407211882676705,0.0536949480892469,NA,-0.537487306778934,1.50132674467448,-0.424011198914651,NA,22
leafarea,app,2.594604757525,3.19466413834471e-05,9.79319548529813e-07,NA,0.03561368886424,0.03561368886424,0.03561368886424,NA,-0.277686510873013,0,0,NA,23
leafarea,app,1.89393541140708,0.0114072335431825,0.0343471266720997,NA,0.75715775675686,1.64769683969527e-08,0.0009956243832006,NA,-0.578270099732025,912928.524900995,1329280.98591252,NA,24
leafarea,app,4.38328743419278,0.112007779255309,7.09070883586841e-08,NA,1.91359936858747,2.99270400090932,1.47672648481164e-09,NA,-0.467416350484964,0,0,NA,25
leafarea,app,1.42800683596015,0.0370195291675169,4.93864583573303e-08,NA,1.47253006767997,0.595929159728098,1.14989575354551e-09,NA,2.18199758643118,2.75494230308581e-14,8.73532331895648e-19,NA,26
leafarea,app,5.6860288932035,1.31067355911566,1.67069409693181e-09,NA,1.85389269827923,1.85389269827923,1.85389269827923,NA,-0.314037468564777,0,0,NA,27
leafarea,app,2.85751489723875,0.0557539010738432,0.413146825174892,NA,0.0028167605012601,0.0028167605012601,0.0028167605012601,NA,-1.27967935683025,0,0,NA,28
leafarea,app,0.780821401210663,0.938010686750732,9.4162260708199e-09,NA,4.40994187105078,0.0777980638926038,1.00499533647565e-09,NA,-0.184667027801692,1.02456609406063,-1.63440842400282e-13,NA,29
leafarea,app,0.807870927157689,1.00113078706162,1.07411784529401e-08,NA,3.4780078942957,0.0664883654844477,1.0329734115851e-09,NA,0.171857434289432,1.31500994728708,5.80573727456536e-12,NA,30
leafarea,app,0.770361404613035,1.02082935005098,1e-09,NA,5.64340305766863,0.0842417852880038,1.00002288451642e-09,NA,0.0853611272714647,0.0593762563597171,1.37309299089554e-13,NA,31
leafarea,app,0.149975849430126,0.148362862541782,0.148425886843412,NA,1.12338859870128,0.583796254133784,0.05231475408858,NA,-0.60608606681739,1.37683413781778,-0.311318966947824,NA,32
leafarea,app,3.81368303007618,0.00870868196448125,7.52999306766612e-08,NA,0.0462190528487915,0.0462190528487915,0.0462190528487915,NA,-0.435762660119771,0,0,NA,33
leafarea,app,1.90611938577168,1.21705407200643,1e-09,NA,6.22588978245488,6.22588978245488,6.22588978245488,NA,28.701350092976,119234692.1993,-0.00390122704260705,NA,34
leafarea,app,0.738602490112593,0.895381501791148,1.79611877673418e-09,NA,2.16929288709084,0.178449211347111,1.01888069048025e-09,NA,-0.52333660261719,0.855194252075069,-7.60000634055994e-12,NA,35
leafarea,app,4.24913943978137,0.263111872004623,1.20954962161853e-08,NA,1.15606222984916e-09,1.15606222984916e-09,1.15606222984916e-09,NA,1.01301814849127,0,0,NA,36
leafarea,app,2.3735527873562,4.62828401298753e-05,2.0882697805989e-07,NA,1e-09,1e-09,1e-09,NA,-1.36820967801128,0,0,NA,37
leafarea,app,0.116948200717355,0.274828604562509,0.244206780160842,NA,1.08832326512219,0.04287237401572,0.0186839415900331,NA,-0.372302670409102,1.2294295557719,-0.372405148549108,NA,38
leafarea,app,2.66864377824791,0.0214455142508425,0.00228031618553669,NA,3.24368568528471,3.24368568528471,3.24368568528471,NA,-1.36951398717902,0,0,NA,39
leafarea,app,3.04778816342122,0.0416683207405784,3.61880812700521e-07,NA,0.215862332561718,0.000884861328553077,1.87776502669111e-08,NA,-1.54526931419717,0,0,NA,40
leafarea,app,3.19654071495827,1.404290649993e-09,2.78618452102028e-09,NA,1.00128500516567e-09,1.00128500516567e-09,1.00128500516567e-09,NA,-0.467413038940454,0,0,NA,41
leafarea,app,0.827040228379784,0.930034445422287,1.02399741116601e-08,NA,7.63846640252997,0.336184573997802,1.01950153091337e-09,NA,-0.370180670526814,1.21940419946228,-3.37003602227801e-11,NA,42
leafarea,app,1.33618370131621,1.36572415065548,1.18118424721586e-09,NA,4.92964753908848,4.92964753908848,4.92964753908848,NA,-0.499669308938791,1.08387223552035,-7.99850626378341e-15,NA,43
leafarea,app,2.27748531727459,1.32329440302522,1.80304839717405e-09,NA,1.95394091785134,1.95394091785134,1.95394091785134,NA,2.92104651191951,-779191.07954629,5.13283332758344e-09,NA,44
leafarea,app,0.113663898659854,0.101377574062516,0.0972165943791692,NA,0.9455479134249,0.434803854872197,0.12132578768512,NA,-0.515104361851136,3.06025442232729,0.0442881518143194,NA,45
leafarea,app,3.19055793477933,0.0217151665148523,1.51024698901805e-07,NA,0.542899426606956,0.542899426606956,0.542899426606956,NA,-1.36955365330436,1.98604919531352e-14,7.57670499939896e-21,NA,46
leafarea,app,3.08153164766253,0.0836738301308851,3.29769275554069e-08,NA,4.01931573000723,4.01931573000723,4.01931573000723,NA,-1.5461561042761,0,0,NA,47
leafarea,app,1.75562914130993,0.000713016000584377,0.00462874012388918,NA,1.48261468945017,1.22132086758542e-09,0.0380672787612878,NA,0.0861235179809318,1585651.59566245,407631.633983784,NA,48
leafarea,app,1.73953562985295,1.87592586828559,2.00709358783515e-09,NA,6.35151963563568,0.333503197939787,1.34467856289787e-09,NA,-0.408940760165521,1.06363520267425,1.48694360055924e-16,NA,49
