alpha1,alpha2,alpha3,alpha4,sigma1,sigma2,sigma3,sigma4,theta1,theta2,theta3,theta4,trait,simmap,tree,disc.trait
2.27355925300612,2.27355925501113,2.27355925263049,2.27355925033481,0.0216452775440322,0.0216452784628437,0.0216452768761775,0.0216452758048263,-0.00646491652036551,-0.0064649111999274,-0.00646492676128563,-0.00646489774738506,corleng,8,1,app
2.27355706727118,2.27355706714098,2.27355706760335,2.27355706662618,0.0216452574931166,0.0216452555602739,0.0216452598484878,0.0216452534353313,-0.00646492076384029,-0.00646490983816753,-0.00646493043241336,-0.006464891070977,corleng,9,1,app
2.27356002919784,2.27356003440688,2.27356002905278,2.27356002136282,0.0216452847653036,0.0216452851245217,0.0216452843275559,0.0216452837971922,-0.00646491508626987,-0.00646491526751815,-0.00646492680920787,-0.00646490011988203,corleng,10,1,app
7.39493374642092,8.43066376955917,11.9261943831711,0,2.15482177474387e-09,2.15482177474387e-09,2.15482177474387e-09,2.15482177474387e-09,2.79992622361356e-42,0,0.112232707166099,0,petleng,1,1,app
8.8894296432097,0.805939734181514,8.72343295900567,0,1.18979221273277e-09,1.18979221273277e-09,1.18979221273277e-09,1.18979221273277e-09,-0.0476055211940617,0,-3.25473861622332e-10,0,petleng,2,1,app
10.5683125345408,0.000953240819020555,9.7034483388059,0,1e-09,1e-09,1e-09,1e-09,0.0618790906737195,0,-9.65389262920269e-09,0,petleng,3,1,app
17.4092283013871,17.4092283013871,17.4092283013871,17.4092283013871,0.41145448020684,0.41145448020684,0.41145448020684,0.41145448020684,0.0146108578073421,0.0146108578073421,0.0146108578073421,0.0146108578073421,petleng,4,1,app
17.4092283013871,17.4092283013871,17.4092283013871,17.4092283013871,0.41145448020684,0.41145448020684,0.41145448020684,0.41145448020684,0.0146108578073421,0.0146108578073421,0.0146108578073421,0.0146108578073421,petleng,5,1,app
17.4092283013871,17.4092283013871,17.4092283013871,17.4092283013871,0.41145448020684,0.41145448020684,0.41145448020684,0.41145448020684,0.0146108578073421,0.0146108578073421,0.0146108578073421,0.0146108578073421,petleng,6,1,app
17.4092283013871,17.4092283013871,17.4092283013871,17.4092283013871,0.41145448020684,0.41145448020684,0.41145448020684,0.41145448020684,0.0146108578073421,0.0146108578073421,0.0146108578073421,0.0146108578073421,petleng,7,1,app
17.4092283013871,17.4092283013871,17.4092283013871,17.4092283013871,0.41145448020684,0.41145448020684,0.41145448020684,0.41145448020684,0.0146108578073421,0.0146108578073421,0.0146108578073421,0.0146108578073421,petleng,8,1,app
9.16380539393134,7.86874320994494,5.23135796481417,0,1.30874242345854e-09,1.30874242345854e-09,1.30874242345854e-09,1.30874242345854e-09,-0.0368486881962074,2.57149068421798e-09,-5.01776308099645e-35,0,petleng,9,1,app
10.0039478608277,5.25199056393399,6.97883202096487,0,1.03864604630788e-09,1.03864604630788e-09,1.03864604630788e-09,1.03864604630788e-09,-0.0485976658438137,0,0,0,petleng,10,1,app
2.80711540465575,0.787337049874137,5.45009762201808e-06,0,1.83043383123303e-05,1.83043383123303e-05,1.83043383123303e-05,1.83043383123303e-05,-0.0222396170439215,0,0,0,holediam,1,1,app
2.43806769773115,0.0159701977731472,1.03245020541885e-06,0,6.65088352444712e-07,6.65088352444712e-07,6.65088352444712e-07,6.65088352444712e-07,-0.121796818408795,0,0,0,holediam,2,1,app
17.4189335975249,17.4189335975249,17.4189335975249,17.4189335975249,0.23227749791671,0.232277258442714,0.232278980100076,0.232277166111183,0.00115284957740938,0.00115379620524445,0.00115399824150356,0.00115283537725071,holediam,3,1,app
17.4200807384052,17.4200807384052,17.4200807384052,17.4200807384052,0.232292658570644,0.232292757789947,0.232292638780795,0.232292630844276,0.00115291097425401,0.00115300825184646,0.00115301869316509,0.00115291213163733,holediam,4,1,app
7.31440521506655,4.64927556106819,0.00497141752725273,0,7.54423785459789e-08,7.54423785459789e-08,7.54423785459789e-08,7.54423785459789e-08,-0.0772039203711571,0.00459148365148455,6.7585061184715e-45,0,holediam,5,1,app
17.4192470226138,17.4192470226138,17.4192470226138,17.4192470226138,0.232281631830319,0.232281464020721,0.232282806947186,0.232281391499979,0.00115274665886409,0.00115377756693341,0.00115256285627726,0.00115285634865212,holediam,6,1,app
17.4191236075572,17.4191236075572,17.4191236075572,17.4191236075572,0.232280008801519,0.232281269780811,0.232279805635471,0.232279725566346,0.00115276882987004,0.00115435689528465,0.00115398602828945,0.00115284808030934,holediam,7,1,app
17.4184223424982,17.4184223424982,17.4184223424982,17.4184223424982,0.232270737474972,0.232270408770019,0.232272970849885,0.232270273834474,0.00115289773154341,0.00115399045378644,0.00115278593544867,0.0011528011695817,holediam,8,1,app
3.92932677960045,3.13201344975683,0.00705034051621821,0,0.000401024167199367,0.000401024167199367,0.000401024167199367,0.000401024167199367,0.0488710844236694,-0.0151027644017652,8.19012582785997e-38,0,holediam,9,1,app
0.00647607262305515,1.07196980656848,2.98796722418439e-08,0,1e-09,1e-09,1e-09,1e-09,6433003.6089266,1.04881712264483,-119.935103719103,0,holediam,10,1,app
6.61430191072207,6.61432043418186,6.61430383293501,6.61410080077116,2.33088402643011,2.35270443346446,2.32830123690687,2.31176726835006,-0.0297920187604722,0.00110258122141444,-0.00859364105683998,-0.0123619349020846,stemarea,1,2,app
9.22171069610831,9.22171176560074,9.22171007492569,9.22169675125364,3.2433333342794,3.25221095474823,3.2416238177694,3.23359481947799,-0.0259087442620368,-0.00367572212050998,-0.010778503378437,-0.0131161657477702,stemarea,2,2,app
9.15263687800072,9.15264019062446,9.15263481677664,9.15258814995238,3.22367685142731,3.22941770090891,3.22126351754876,3.21466303022829,-0.0237167542423049,-0.0096055847253688,-0.0110928424629582,-0.0135504387335765,stemarea,3,2,app
7.31403310064708,7.31403276395708,7.31403348531643,7.3140285774353,2.57867965508403,2.57573266388386,2.58715465509211,2.56559544864968,-0.0267787107261201,-0.0102103513257664,-0.00378756920484716,-0.0130882594422697,stemarea,4,2,app
6.74264369074584,6.74264690366366,6.74264171201947,6.74260799091305,2.37512570099535,2.39100116638993,2.37005910213803,2.35408978868254,-0.0329144876998659,0.00134048310548173,-0.00431276616305791,-0.0121094901224627,stemarea,5,2,app
6.73791837341362,6.73792891249973,6.7378861747034,6.73760539928822,2.37519736850026,2.39001332706601,2.37136724415857,2.35760427093531,-0.0307187256835228,-0.00616024638680011,-0.00418213394509986,-0.0123980405132301,stemarea,6,2,app
7.0834492947711,7.08345508828877,7.0834433758437,7.0833658751114,2.49729974894795,2.50818984618653,2.49474376918039,2.48432914540527,-0.026859001207583,-0.00317486981867061,-0.010189265829637,-0.0129616926497749,stemarea,7,2,app
6.86683445893663,6.8668284072374,6.86684336357452,6.86674558185141,2.42031047339761,2.4170801778665,2.44051828679941,2.40212160262044,-0.02828736936053,-0.00932315431218448,0.00287904914878924,-0.0125498449388929,stemarea,8,2,app
6.85312820295844,6.85313397906419,6.85312694240198,6.85306910232579,2.41585523799913,2.43507665732283,2.41296623362119,2.39810941165132,-0.0280465249209115,-0.000193761181078964,-0.00952928496849212,-0.0127139937477856,stemarea,9,2,app
1.91592180603975,8.76078850870987e-06,1.01723619433683e-09,0,1.00056277018889e-09,1.00056277018889e-09,1.00056277018889e-09,1.00056277018889e-09,-0.274374009015335,0,0,0,stemarea,10,2,app
1.5008406454256,1.50082883104185,1.50082385141238,1.50069312191005,0.179426370347203,0.172303006926761,0.178888133232219,0.16803950267993,-0.00823583178272387,0.00399805958453842,-0.0169293257679868,-0.00765287875982347,leafarea,1,2,app
1.51544156625108,1.51543526823478,1.51544232072153,1.51534938851098,0.180788250306183,0.174969778255729,0.18036638064609,0.171598666918898,-0.00756189395138515,-0.00235627077077694,-0.0151300055283401,-0.00792758428098465,leafarea,2,2,app
1.39584407249136,1.3958328969185,1.3958339255841,1.39575092033585,0.170309771077799,0.145411738708679,0.166783854215635,0.137869968060542,-0.00263899025882474,-0.000984042156489287,-0.0209500987444487,-0.00634789698469686,leafarea,3,2,app
1.44839032157509,1.44833530575477,1.44824320914502,1.44773328461142,0.174678762500682,0.172366477356414,0.165526998536699,0.161480355501723,-0.00974618020627946,-0.0158916928004234,0.00211607420636551,-0.00739611901549548,leafarea,4,2,app
1.40792111147003,1.40782893584612,1.40788692369918,1.40742355744939,0.169619311925395,0.156839093155163,0.16858432649178,0.15078719641614,-0.00506585181337759,0.00262370722189385,-0.0203638944427009,-0.00695089064663056,leafarea,5,2,app
1.59122435289894,1.59113974178829,1.59113033873504,1.59073261815155,0.190876430717538,0.183722930009115,0.188930452450938,0.180310294277428,-0.00609829374111115,-0.00726640799356897,-0.0157572472666485,-0.00792257102632711,leafarea,6,2,app
1.54787867950889,1.54787152946863,1.54787848573394,1.54778459768217,0.185527620280178,0.177298339421508,0.184210636136656,0.173124115488001,-0.00888770609274251,-0.00301548823730336,-0.0139790825743049,-0.0079320085772372,leafarea,7,2,app
1.54060024328497,1.54059768931357,1.54059524444388,1.54052929910317,0.183385036952676,0.183114078488191,0.18001926893594,0.177869856901741,-0.00707977979744214,-0.0150201126977407,-0.00256052907266456,-0.00822288877263661,leafarea,8,2,app
1.47044944337097,1.47042224494792,1.47042536643734,1.47011465780135,0.176274487535274,0.167455072887484,0.175492317711244,0.163981485413215,-0.00675045836169856,9.59557337093058e-05,-0.0165269474534886,-0.00758813027253288,leafarea,9,2,app
1.4449667038315,1.44494344584409,1.44494642948603,1.44473197762754,0.174854064948143,0.162061122761207,0.17139517431245,0.156603918897098,-0.00532933982671752,-9.01177281546949e-05,-0.0179626698104134,-0.00721962531645028,leafarea,10,2,app
17.4197587350625,17.4197587350625,17.4197587350625,17.4197587350625,0.144432168066047,0.144432168066052,0.144432168066047,0.144432168066041,0.00703739985108616,0.00703739985119898,0.00703739985201614,0.00703739985147817,corleng,1,2,app
0.382734534769976,1.10294560771498,0.000217561502377431,0,1e-09,1e-09,1e-09,1e-09,47295278.0023469,-83.0908152212715,55459652.7835868,0,corleng,2,2,app
3.10224870227876e-05,0.873194824649062,2.15144137640421e-08,3.99136539877222e-253,1e-09,1e-09,1e-09,1e-09,0.00763565706775746,-0.0130016279967405,1.68770875496064e-09,1.61246976446219e-256,corleng,3,2,app
17.4197587350758,17.4197587350758,17.4197587350758,17.4197587350758,0.144432168066157,0.144432168066157,0.144432168066159,0.144432168066153,0.00703739985114739,0.00703739985216659,0.00703739985097344,0.00703739985148357,corleng,4,2,app
2.4893388034512,0.00812967654519917,0.00180584184386271,0,0.0118946473794954,0.0118946473794954,0.0118946473794954,0.0118946473794954,0.0358066405393317,8.76938567905351e-13,2.3447471801713e-25,0,corleng,5,2,app
17.4197587351724,17.4197587351724,17.4197587351724,17.4197587351724,0.144432168066952,0.144432168066953,0.144432168066951,0.144432168066949,0.00703739985136662,0.00703739985123632,0.0070373998516568,0.00703739985152278,corleng,6,2,app
4.95835470778287,5.76743475935996,0.0199532972746168,0,0.0011493712477681,0.0011493712477681,0.0011493712477681,0.0011493712477681,-1.5463716919474e-41,-0.000627335870877541,-2.15394206150193e-55,0,corleng,7,2,app
17.4197587349402,17.4197587349402,17.4197587349402,17.4197587349402,0.144432168065038,0.144432168065039,0.144432168065067,0.144432168065023,0.00703739985087854,0.00703739985235204,0.00703739985144116,0.00703739985142854,corleng,8,2,app
17.4197587350397,17.4197587350397,17.4197587350397,17.4197587350397,0.144432168065858,0.144432168065872,0.14443216806586,0.144432168065848,0.00703739985107565,0.00703739985132416,0.00703739985192372,0.00703739985146894,corleng,9,2,app
3.23475519883335,1.13224143154269,0.00776461183915232,0,2.52266446187402e-07,2.52266446187402e-07,2.52266446187402e-07,2.52266446187402e-07,-0.0311672524087721,0,-6.23316134791771e-41,0,corleng,10,2,app
0.81419267637693,0.81419267637693,0.81419267637693,0.81419267637693,0.022298387855721,0.0222984112227789,0.0222983507910707,0.022298157146298,-0.00601785596641534,-0.00600761033283656,-0.00602631536925126,-0.00601168723184816,petleng,1,2,app
0.814187363678144,0.814187361687145,0.814187363607663,0.814187361096105,0.0222982551462198,0.022298279076527,0.022298196970603,0.0222979847377965,-0.00601622805351174,-0.00602120956120134,-0.0060281564282645,-0.00601165010939692,petleng,2,2,app
0.814152314980745,0.814152314789625,0.814152315474597,0.814152314126028,0.0222973626079561,0.0222974379232464,0.0222973973872308,0.0222971291384468,-0.00601903002068957,-0.00599476355458928,-0.00602924163669209,-0.00601130979256451,petleng,3,2,app
0.814081960184445,0.814081959996312,0.814081959150097,0.814081958692597,0.0222956321107108,0.0222955606418522,0.022295686569683,0.0222952537495144,-0.00601764253631511,-0.00604525651900453,-0.00600810890699568,-0.00601069088402854,petleng,4,2,app
0.814188094864802,0.814188094804515,0.814188095086229,0.814188094418655,0.0222982332741971,0.0222983104769474,0.0222982706839602,0.0222980244863715,-0.00601753860375682,-0.00601127435924037,-0.00602829525436911,-0.00601165027136451,petleng,5,2,app
8.21796165278826,1.41275768204909e-07,0.16692821103258,0,0.00390821044274297,0.00390821044274297,0.00390821044274297,0.00390821044274297,0.110878051746183,0,0,0,petleng,6,2,app
0.814126443752748,0.814126382297942,0.814126436445257,0.814126368230063,0.0222967883137076,0.022296692310077,0.0222966542586617,0.0222963453527833,-0.00601518483691504,-0.00602870437443585,-0.0060357190746273,-0.00601110308645609,petleng,7,2,app
0.814172849568649,0.814172849607173,0.814172849572395,0.814172849341876,0.0222978590742784,0.0222978642554174,0.0222979791933874,0.0222976291260243,-0.00601594989386508,-0.00603021009750828,-0.00603186165117041,-0.00601152148600868,petleng,8,2,app
0.814195386299239,0.814195380967609,0.814195390390908,0.814195378836587,0.0222984133950674,0.022298467989537,0.0222984474169281,0.0222982313137606,-0.00601606750036619,-0.00602663711206381,-0.00602647498060742,-0.00601172530418591,petleng,9,2,app
2.8957603979086,0.00249006604747023,0.0229318703445967,0,0.00932898481461997,0.00932898481461997,0.00932898481461997,0.00932898481461997,0.0354959896261407,0,0,0,petleng,10,2,app
9.98466192544294,4.80778980065145,0.0463547836601373,0,1.18182862953806e-09,1.18182862953806e-09,1.18182862953806e-09,1.18182862953806e-09,-0.0170215387513859,0,0,0,holediam,1,2,app
0.000942910526234319,1.10420193633676,9.40131300182419e-05,1.68369523962249e-303,1e-09,1e-09,1e-09,1e-09,2193.05867571194,-0.108421354129485,0.903888721303219,-3.11129892508127e-305,holediam,2,2,app
0.013692637470119,0.785227013309213,0.000773778582609517,1.53254740419077e-277,1e-09,1e-09,1e-09,1e-09,0.0183495155039104,0.026352752616018,-2.04268907439813,-2.8319929753819e-279,holediam,3,2,app
0.296793502566314,0.296793502566349,0.296793502566314,0.296793502566314,0.00415844693602313,0.00415844693599896,0.00415844693596926,0.00415844693591853,-0.00548444447533783,-0.0054799719274202,-0.00549577887472486,-0.00548444447531206,holediam,4,2,app
0.296793502573427,0.296793502573392,0.296793502573433,0.296793502573392,0.0041584469360768,0.00415844693605371,0.00415844693606359,0.00415844693601978,-0.00548444447559702,-0.00548896644158167,-0.00547690637625068,-0.00548444447544284,holediam,5,2,app
0.112239402367063,1.20002274493183,0.000395122238714289,0,1.00039468362904e-09,1.00039468362904e-09,1.00039468362904e-09,1.00039468362904e-09,8324.97232549698,-0.298423233712083,1.73566603006338,0,holediam,6,2,app
0.296793502567207,0.296793502567207,0.296793502567278,0.296793502567207,0.0041584469360309,0.00415844693598442,0.00415844693600711,0.00415844693593165,-0.00548444447531849,-0.00549268542985243,-0.00548368355644441,-0.00548444447532856,holediam,7,2,app
0.296793502552564,0.296793502552585,0.296793502552564,0.296793502552564,0.0041584469359212,0.00415844693586905,0.0041584469357278,0.00415844693572398,-0.00548444447517195,-0.00547976451180701,-0.00548107433598608,-0.00548444447505798,holediam,8,2,app
1.62359227478711e-09,1.1377450373398,2.21837405441517e-09,1.64155441366069e-264,1e-09,1e-09,1e-09,1e-09,492.601517343815,-0.00588101584734489,6.52361890900663e-06,-3.03342693053528e-266,holediam,9,2,app
0.000534105410783472,1.09567895750577,1.65873240746989e-06,4.37565243286159e-305,1e-09,1e-09,1e-09,1e-09,1997.04787504548,-0.102558539886075,0.0131212169871685,-8.0857642110718e-307,holediam,10,2,app
8.98353341854539,8.9835304638472,8.98352393806435,8.98347286524376,3.41962658962787,3.42136235172279,3.41928681077266,3.41546459363411,-0.0958320991408278,-0.0900258367739976,-0.0889980727011057,-0.0812677857726619,stemarea,1,3,arch
9.01500351143283,9.01499899820776,9.01498682294115,9.01494606958844,3.4317030894446,3.43304436234288,3.43163402689416,3.4285959443769,-0.0956993092954204,-0.0896564935466848,-0.0899591564190389,-0.0814767279188077,stemarea,2,3,arch
8.96263551058693,8.9626253313805,8.96259896654139,8.96250008768205,3.4115040716291,3.41369884082401,3.4106268873349,3.40748343049304,-0.0957129180352125,-0.0884505419817635,-0.0928443123764923,-0.0809691415552896,stemarea,3,3,arch
5.45375645121796,0.412746315379381,0.0408839431365218,0,0.083005706426378,0.083005706426378,0.083005706426378,0.083005706426378,-0.0846141725842087,0,-3.29883115408865e-44,0,stemarea,4,3,arch
8.88098244017005,8.88097263755938,8.88095739040106,8.88086996972544,3.38033182867808,3.38270468464506,3.37959062935426,3.37563409846225,-0.0965996354782113,-0.0884338093772118,-0.0905189598371908,-0.0806036487529689,stemarea,5,3,arch
10.214446026014,10.2144411658001,10.2144478379462,10.214414545031,3.88753189077031,3.88721299627808,3.88854073763666,3.88512066162471,-0.0950696497489611,-0.0900540454795782,-0.0902899854383315,-0.0817728349025113,stemarea,6,3,arch
8.92024497152721,8.92024489675815,8.92024071888699,8.92020837842274,3.39537535086709,3.3969144527865,3.39518875370222,3.39128679441629,-0.0962902111447026,-0.0899949304587882,-0.0876530959079245,-0.0809525421068672,stemarea,7,3,arch
3.90608306431388,0.291110943016739,0.0176128039564657,0,0.194257395183753,0.194257395183753,0.194257395183753,0.194257395183753,-0.535160498469581,0,0,0,stemarea,8,3,arch
9.92358988215706,9.92358910180411,9.92358075727791,9.9235464166793,3.77725777379773,3.77810639650454,3.7768658612044,3.77486788249474,-0.094992785456868,-0.0903401362929983,-0.0901448005992036,-0.0818044625480702,stemarea,9,3,arch
10.6903651885443,10.690365534342,10.6903440656978,10.690272684087,4.06883648576754,4.06987318593896,4.06783555352566,4.0659851773521,-0.0946340942926676,-0.0905029033745338,-0.0905581939215822,-0.0817583815180432,stemarea,10,3,arch
0.891835349476889,0.890706664128038,0.890920424391695,0.885182521669698,0.0777821673913561,0.0771728368496626,0.0777579275553205,0.0747473088716224,0.03080002208695,-0.0188033737194537,0.024786777399349,0.00519408091448396,leafarea,1,3,arch
0.747159383491441,0.736495251237604,0.74370282970248,0.698722753641842,0.065197391871005,0.0644942332774067,0.0650391199627852,0.0617823747106369,0.0367681777957373,-0.0354598679441965,0.0479501895692069,0.00341850719687314,leafarea,2,3,arch
0.912412099225948,0.912251547255272,0.912338369307897,0.911414560194556,0.0805663678123919,0.0804429020161311,0.079517760875006,0.0778881757032577,0.0205266673390885,-0.00260443707410713,0.0136363633484587,0.00728130299579071,leafarea,3,3,arch
0.911213955832192,0.910703886157112,0.911127914405977,0.908345183463418,0.0794128783518121,0.0786421186440878,0.0791772212912677,0.0759559648279361,0.0274099195334095,-0.0184089089810329,0.0320037598258752,0.00526824403503647,leafarea,4,3,arch
0.900445435310795,0.899266248425985,0.900416125235588,0.893695994443523,0.0791243027844754,0.0790129766593229,0.0785722592464162,0.0768522736845094,0.0244484085997146,-0.00755048397859475,0.0147195816427693,0.00650037016513428,leafarea,5,3,arch
0.873459138976605,0.872672552389036,0.872781582895362,0.86871602506134,0.076290589416962,0.0757464827084906,0.0754312134612695,0.0724913640740809,0.0264613379152658,0.0377049591518327,-0.0205655186056232,0.00507563974304087,leafarea,6,3,arch
0.743576869247238,0.73626031750726,0.73611261559264,0.69616350302222,0.0654457151716457,0.0648885618725502,0.0654098494162033,0.0623712804874225,0.0344240035679763,-0.0324185406960785,0.0415601974183618,0.00391205709766137,leafarea,7,3,arch
1.00705931630301,1.00546400263696,1.0063843888292,1.00029762591694,0.0872302256604763,0.0864944254373362,0.086998533733317,0.0834004452353525,0.0292214438469049,-0.021598506495651,0.0393283280872806,0.00478695292820325,leafarea,8,3,arch
0.816438868539638,0.815871394147494,0.816080329457486,0.812615555575329,0.0714226997920864,0.0702987383576243,0.0706303337070496,0.0671250086318534,0.0322638294000224,-0.0249775895239444,0.0312363882541984,0.00464976319357178,leafarea,9,3,arch
0.852551419793157,0.852331879048915,0.852351832892488,0.851063284761798,0.0739382687888386,0.0726684817111395,0.0729805171713042,0.0693312613689174,0.035111201079887,-0.0298910002464247,0.0340860743956339,0.00405559289141409,leafarea,10,3,arch
11.8848049884081,4.41156258236847,12.2539343360031,0,2.91794775205922e-05,2.91794775205922e-05,2.91794775205922e-05,2.91794775205922e-05,-0.0624413950574059,-1.5724729006197e-17,-0.0708178836928109,0,corleng,1,3,arch
11.1414454578245,11.1414454578245,11.1414454578245,11.1414454578245,0.0998735427831128,0.0998735427831113,0.0998735427831127,0.0998735427831052,0.0101929510875258,0.0101929510871317,0.0101929510878318,0.0101929510876553,corleng,2,3,arch
1.01225824211705e-09,13.9193993306546,12.8582257305556,0,1.50622549443358e-09,1.50622549443358e-09,1.50622549443358e-09,1.50622549443358e-09,-6.60799123822613e-14,0.0245738045764863,-0.0708178836928109,0,corleng,3,3,arch
