trait,simmap,disc.trait,alpha1,alpha2,alpha3,alpha4,sigma1,sigma2,sigma3,sigma4,theta1,theta2,theta3,theta4
stemarea,12,app,0.0342655338802291,0.033812796335157,0.0334936513172654,0.033493651199059,0.401865721406851,0.314281675053016,0.00802738987143899,0.00447693962230983,-1.62985464776808,10.0325392061634,123009.7461554,-2.61016639808392e-08
stemarea,13,app,0.0272834883912335,0.0269914439027848,0.0268152194582206,0.0268152194511153,0.409870690445993,0.256375472655482,0.00608005457538041,0.00263611013827337,-1.42058344463083,13.8858821657674,-1.38765392791143,-4.70772187584377e-09
stemarea,14,app,0.0255637774920752,0.0255637774920752,0.0255637774920752,0.0255637774920752,0.578114030885775,0.259795544810059,1.00000000000001e-09,1.32334087619246e-23,-1.32452182042723,9.61306326748273,1.19275611413276,-3.44633164646744e-27
stemarea,15,app,0.10333196775695,0.10333196775695,0.103331967756947,0.103331967756947,0.636074295698597,0.502670299649821,1.00001306856626e-09,1.30685662812475e-14,-1.44759242299715,3.68246973622143,-4.49136015567748,-1.76566311585749e-21
stemarea,16,app,2.60139735193403,0.00775378978389378,1.31440266503311e-09,0,0.000423426242129862,0.000423426242129862,0.000423426242129862,0.000423426242129862,0.964683793148879,0,0,0
stemarea,17,app,0.0248451774238762,0.0243611606224455,0.0240092189544381,0.0240092188622865,0.542821042172251,0.314741146742926,0.00796916506225371,0.00541872814557486,-1.57413471260847,15.2363934089585,69620.1427047395,-4.53149753380625e-07
stemarea,18,app,3.37417005216765,1e-09,3.30977843435725e-09,0,0.001449452916833,0.001449452916833,0.001449452916833,0.001449452916833,-1.86213813094,0,0,0
stemarea,19,app,0.0628391483200708,0.0628391483200708,0.0628391483200708,0.0628391483200708,0.601227503201375,0.349732746831129,1.00000000000001e-09,1.28557134336424e-23,-1.46813618804857,6.0745786566718,0.793116093848737,-5.30472876666934e-29
stemarea,20,app,2.58390019512773,1.64498811615067e-08,2.06685952297002e-07,0,0.00321391422917014,0.00321391422917014,0.00321391422917014,0.00321391422917014,-2.78786150800551,0,0,0
stemarea,21,app,0.0336196430123401,0.0336196430123401,0.0336196430123401,0.0336196430123401,0.431347652425995,0.388058645773083,1e-09,5.96794273761366e-25,-1.4969921384063,7.18422058683258,1.33532768619424,-2.0825739109883e-27
stemarea,22,app,0.0540296134786777,0.0540296067898683,0.0540294274063816,0.0540286706936877,0.653631195053156,0.262290839550675,0.00290360730978362,4.42116668295604e-05,-2.26909915075156,6.62422564299002,-2.69912235850352,-8.45725963130207e-11
stemarea,23,app,0.0362059531140205,0.0362059531140203,0.0362059531140203,0.0362059531140203,0.462565374156126,0.263904349506137,1.00000139429607e-09,1.39429607311888e-15,-1.64370798258964,9.52760290238949,-2.83660179979482,-2.93559168553933e-21
stemarea,24,app,0.0782253471544528,0.0782228391410678,0.0782180092068226,0.0782180092055236,0.547376757443338,0.253880888209093,0.00323093118415424,2.92897379209679e-05,-1.84871925707458,6.09264487790615,759.327885929002,-7.30795323816702e-15
stemarea,25,app,0.0154308971449789,0.0154308971449789,0.0154308971449789,0.0154308971449789,0.394872758074053,0.298193373380745,1.000000000026e-09,2.59976461632744e-20,-1.40416629308737,19.071241219295,3.8290003784739,-2.40637738917978e-24
stemarea,26,app,0.0693725971340492,0.0691168041938046,0.0647375316247105,0.0576165812985685,0.436834983270226,0.381659416456675,0.284918241046043,0.235161292353355,-1.69681015640923,6.4246102084906,0.578538494904025,-2.64320652769867e-06
stemarea,27,app,0.0567790781385487,0.0355857619233632,0.0210647131806904,0.0210647065700077,0.466500813009354,0.430288210425973,0.365759401407023,0.333297794915779,-1.47066958034141,10.0956726149475,2560852.93713213,-0.000213729107656165
stemarea,28,app,2.75085485655699,0.00545110981979761,0.365210502013658,0,1.00025445870422e-09,1.00025445870422e-09,1.00025445870422e-09,1.00025445870422e-09,-2.72242829663458,0,0,0
stemarea,29,app,4.25417641473406,0.00152001411526667,0.0368288858954992,0,0.321026363814006,0.321026363814006,0.321026363814006,0.321026363814006,0.503556816932706,0,0,0
stemarea,30,app,0.0653000651388596,0.0653000651388596,0.0653000651388596,0.0653000651388596,0.63013663780136,0.275913804831894,1.00000000000002e-09,2.02518129745164e-23,-1.73674664008191,6.62464243200355,0.906297881856499,-4.91190206510255e-31
stemarea,31,app,0.0436680632403415,0.0436680632403415,0.0436680632403415,0.0436680632403415,0.657604295029491,0.245548522634605,1.00000000000007e-09,7.35605117602862e-23,-1.97712253571162,7.18117788286963,-0.132312162175924,-8.93384326758981e-29
stemarea,32,app,0.0538628007851677,0.053843743190657,0.0538316023917757,0.0538316023873558,0.579046226272291,0.336079679232955,0.00301103322573862,0.000161270490487042,-2.01511438096686,6.11255534290071,1510.92814185315,-8.11750839776071e-10
stemarea,33,app,0.0465030890040848,0.0465030890040848,0.0465030890040848,0.0465030890040848,0.446057071497697,0.441408787133884,1.00000000000075e-09,7.52351713897225e-22,-1.56590509076808,4.89350682764379,1.98188528834319,-6.89558227378482e-24
stemarea,34,app,0.0383853246296896,0.0383853246296896,0.0383853246296896,0.0383853246296896,0.56911981981637,0.263750332157955,1.00000000000006e-09,5.64480775172581e-23,-1.20415986968955,9.37981477950518,-1.01823542156717,-5.83973417956502e-28
stemarea,35,app,0.0313652503390602,0.0313652503390602,0.0313652503390602,0.0313652503390602,0.523714698046307,0.269690937065782,1e-09,2.05899498192306e-25,-1.50169592679099,10.5087410881161,2.46421335620381,-3.41428593995356e-28
stemarea,36,app,2.41873811343529,0.000257706919095527,1.5428269979262e-08,4.84184332924422e-322,1.24801060926725,1.24801060926725,1.24801060926725,1.24801060926725,-2.78805889614763,3.07111205454919e-319,-8.61897519170055e-320,0
stemarea,37,app,5.90199301466965,0.0717408783755148,5.62297951012201e-07,0,0.22490721150276,0.22490721150276,0.22490721150276,0.22490721150276,-1.86023380528907,0,0,0
stemarea,38,app,2.55861944698281,0.0482374441218334,2.01252955901193e-08,0,0.00869088836835295,0.00869088836835295,0.00869088836835295,0.00869088836835295,-1.30807697445283,0,0,0
stemarea,39,app,0.0568454779890793,0.050257620892216,0.0457424597945407,0.0457424579551856,0.540689548149084,0.337216510445383,0.0769284705172647,0.0623092321287258,-1.31443512751744,8.00958841481413,288068.959366896,-4.82122789500052e-08
stemarea,40,app,0.0501885157666752,0.0501885157666752,0.0501885157666747,0.0501885157666747,0.424744436267329,0.377237779984785,1.00000263985092e-09,2.63985091873553e-15,-1.51400883802338,6.77113818231825,-2.02670830633016,-1.68355368604668e-21
stemarea,41,app,0.0286945401119193,0.0286945401119193,0.0286945401119193,0.0286945401119193,0.44451151982317,0.271466673723572,1.0000000000215e-09,2.15024331913645e-20,-1.82282824271368,11.7464884956891,0.127046344084311,-1.66550574238378e-25
stemarea,42,app,0.0311897043587495,0.0311897043587495,0.0311897043587495,0.0311897043587495,0.511064589388038,0.222295451444259,1.00000000000002e-09,1.97969041504101e-23,-1.82713679259987,13.0008465669515,3.23131292876332,-4.45871959355132e-30
stemarea,43,app,0.0562461633812254,0.0562461633812254,0.0562461633812254,0.0562461633812254,0.568280949529515,0.197075932872627,1.00000000059627e-09,5.96270710872909e-19,-1.2727218475473,8.90213643408527,-2.00282940783254,-6.91665732215491e-28
stemarea,44,app,0.0798416706135228,0.0798416706135228,0.0798416706135228,0.0798416706135228,0.563227644082541,0.403070802096356,1e-09,2.08432763651887e-24,-1.51556967052962,5.32457714825096,0.0442848584317539,-8.57590175548007e-31
stemarea,45,app,0.0502740761884768,0.0275274990428453,0.0159543440658032,0.0159543437566339,0.509724491966467,0.323121117821007,0.185432753307466,0.182870557725951,-1.61644516463551,20.7010048948464,1.00533154758597,-5.6508896798056e-10
stemarea,46,app,2.07744216463612,0.00233857884695996,1.30183414098393e-07,0,0.059563113488531,0.059563113488531,0.059563113488531,0.059563113488531,0.505645321877433,0,0,0
stemarea,47,app,0.0607596327010859,0.060747485762012,0.0607308494617211,0.0607308494613055,0.696903772521317,0.354513260906915,0.00322624784213528,0.000194842706082695,-1.53331848503485,6.09055251955672,-0.558852446732708,-3.36147667902204e-08
stemarea,48,app,0.0964038793367808,0.0703176989377644,0.0214889522162844,0.0214889444573881,0.501129601781476,0.485003018750208,0.450545640582204,0.428244715737512,-1.4689507115225,5.67710202231862,1999533.76702271,-2.76295931788752e-06
stemarea,49,app,0.0218050818553333,0.0218050818553333,0.0218050818553333,0.0218050818553333,0.47579823995881,0.270283217099181,1.00000000000049e-09,4.90649074289598e-22,-1.34754614612547,15.4613398674421,-2.31367995585525,-6.78790491635474e-28
stemarea,50,app,0.0793823755305031,0.0793823755305031,0.0793823755305031,0.0793823755305031,0.660928290620167,0.412067738697509,1.00000001811647e-09,1.81164657612183e-17,-1.37736608761141,5.36072119350585,-1.74237506982023,-8.54772789347458e-25
stemarea,51,app,0.027427018341936,0.0273964863120121,0.027396486312899,0.0273964863086043,0.52217207329623,0.347831527256643,0.00286635134811489,0.00028266605461327,-1.46114203479507,34831.9650643067,6683.81803297698,-6.68976190179866e-07
stemarea,52,app,0.0618901360386754,0.0618901360386754,0.0618901360386754,0.0618901360386754,0.5964138981691,0.45699960425881,1e-09,5.1841729186118e-25,-1.63213678122038,4.67369265239064,1.05536794075114,-8.54502882017232e-28
stemarea,53,app,0.0693048785864719,0.0667052822079357,0.0592863499327381,0.0589441390763091,0.516822834674239,0.378842060906445,0.140625790717152,0.0752576921920052,-1.46097628461436,6.33432685363783,8.18466048684873,-5.69440567437316e-07
stemarea,54,app,0.0371269783616499,0.0280578415570697,0.0254332149925315,0.0254332134780887,0.457896148143836,0.312761790384498,0.154244520155488,0.11300575273551,-1.53841627306997,13.9166797438992,1866161.1191239,-2.87024485303154e-05
stemarea,55,app,3.56173014805711,0.0306898720070613,2.09027732210682e-06,0,0.209391703141773,0.209391703141773,0.209391703141773,0.209391703141773,-2.65759701533216,0,0,0
stemarea,56,app,0.123320937616388,0.123320937616388,0.123320937616388,0.123320937616388,0.976092376877803,0.332428378239416,1.00000000880899e-09,8.80899281293506e-18,-1.82106890165185,4.31882690885433,0.068183365840646,-6.52015927679883e-28
stemarea,57,app,2.73418631119755,0.00075508098569113,5.74313437582945e-09,0,1.10103168883717e-09,1.10103168883717e-09,1.10103168883717e-09,1.10103168883717e-09,-0.896683502992615,0,0,0
stemarea,58,app,0.0606350123339167,0.0606350123339167,0.0606350123339167,0.0606350123339167,0.603872355898337,0.368030622023461,1.00000000000343e-09,3.43325088205894e-21,-1.63894524009857,5.79475965457704,-1.72114730673382,-2.65633455472004e-25
stemarea,59,app,0.0392326943822023,0.0392326943822023,0.0392326943822023,0.0392326943822023,0.493384296829957,0.291142852476716,1e-09,2.05050885105875e-24,-1.82711153106459,9.83209056518167,1.49756821383144,-6.26252766718256e-30
stemarea,60,app,0.0930525301542523,0.0750375785865977,0.0345128327458057,0.0345128246064919,0.546984559784884,0.548158454053862,0.311644503701838,0.300779029071732,-1.75311060854714,4.90813781948864,6345106.69971238,-9.76100034268501e-06
stemarea,61,app,0.0197372227100063,0.0197253426201835,0.0197146879711353,0.0197146879686628,0.412479856914334,0.306914512947974,0.00257024002367939,0.000161464446241033,-1.89623773723947,16.499075201391,1686.35891752863,-3.63486623753829e-09
stemarea,62,app,2.11943449123329,0.0414960132394807,2.38092231276368e-09,0,0.00481745895674014,0.00481745895674014,0.00481745895674014,0.00481745895674014,-2.78788732208623,7.59305862535173e-12,1.62250994388418e-18,0
stemarea,63,app,0.0508145347194367,0.0508145347194367,0.0508145347194367,0.0508145347194367,0.421349234950574,0.440903742856975,1e-09,9.8132764567454e-25,-1.40797395610465,6.80733232839408,1.13433435440481,-4.18626964968002e-29
stemarea,64,app,2.91930333544235,1.00064503987867e-09,1.18907359737268e-07,0,0.118672753445104,0.118672753445104,0.118672753445104,0.118672753445104,-1.56322782878617,0,0,0
stemarea,65,app,0.0855519456876781,0.0855519456831408,0.0855519456610609,0.0855519456610609,0.53268221998072,0.454150668101813,1.11680260219775e-09,1.16802602291569e-10,-1.85343788077278,5.10171586129498,1.12303156807117,-1.75485204372017e-22
stemarea,66,app,0.0535196375554426,0.0535196375554426,0.0535196375554426,0.0535196375554426,0.5453616699401,0.34954926404117,1e-09,7.64640059029567e-25,-1.73038481247136,5.95951123669669,0.135155260737084,-6.8018836172655e-29
stemarea,67,app,0.0664757087043132,0.0661927903741029,0.0659073619856706,0.0659073619797615,0.622086472947793,0.447001143018784,0.00655234453788909,0.00301570310580499,-1.61067892827821,5.41818855011847,-2.04228773060591,-2.43638588026029e-08
stemarea,68,app,0.0468387223436541,0.0463282919124794,0.0459787293509627,0.0459787291569789,0.4827099748468,0.353836206543292,0.00866586840818268,0.00549881002044962,-1.51090131239377,8.08799614392076,89158.7996042177,-9.45200995861446e-09
stemarea,69,app,0.034606927269791,0.0346069272697909,0.0346069272697909,0.0346069272697909,0.445252527522182,0.335252886104227,1.00000026628119e-09,2.66281186269447e-16,-1.48018430018754,7.52469252431128,-4.42088170408565,-2.5363090293604e-19
stemarea,70,app,0.0607862213623848,0.0583172031347662,0.050522268181655,0.0505222663438831,0.541667128915882,0.32151980024313,0.1304601149052,0.0757224918377909,-1.21873722270645,7.16978101453366,-703097.303485123,-1.67630626886293e-06
stemarea,71,app,0.0417575500922092,0.0416915571824504,0.0416840663381857,0.0416840663269348,0.549299293263965,0.298727421154278,0.00394197970185154,0.000680423453724496,-1.4082800017652,7.96754096978796,-5047.6310432269,-8.39691907421675e-08
stemarea,72,app,0.0699369423930435,0.0624384091647571,0.0578960405013744,0.0578960384349667,0.544871987672603,0.263138583846152,0.13155762542516,0.065620089912654,-1.29646229317435,8.44247339367788,-356675.264296224,-9.61879230508336e-09
stemarea,73,app,0.0445957442327355,0.038696582640248,0.0354716436916781,0.0354716424561428,0.658899154017092,0.252086731928795,0.0536575489384992,0.0510768538715608,-1.54287975115777,12.6988721358441,1139398.02094289,-1.41014938501333e-09
stemarea,74,app,0.0863606552885426,0.0784522814585413,0.0751795820439267,0.0615426085957184,0.55216177233068,0.343391587304841,0.295950493461802,0.186069491596046,-1.6547568559955,5.69280518814996,-0.876230801465149,-1.55859847987598e-07
stemarea,75,app,0.0137398091296956,0.0137398091296956,0.0137398091296956,0.0137398091296956,0.410483747586129,0.241513561614612,1.00000000005868e-09,5.86779832185081e-20,-1.60094346187715,27.683753944313,1.56449236692628,-1.63253583259328e-24
stemarea,76,app,3.66512692516164,8.72308866805838e-09,1.23914100189553e-08,0,0.000130380939678313,0.000130380939678313,0.000130380939678313,0.000130380939678313,-2.65734878892211,0,0,0
stemarea,77,app,0.0256120642570313,0.0248566623985179,0.0240077626793266,0.0240077624251838,0.421814884500447,0.256183885350542,0.0667527916634046,0.0225877974310671,-1.3962215029845,14.4738295900348,429357.485230603,-1.38230123036995e-05
stemarea,78,app,0.0855201257781667,0.0855201257781667,0.0855201257781667,0.0855201257781667,0.829179272031126,0.424468183751329,1.0000000010697e-09,1.06970204080585e-18,-1.95227281162214,4.31315935175688,0.314209922175669,-2.42861018391757e-24
stemarea,79,app,0.0452485280529576,0.0447310442073115,0.0442967147595737,0.0442967145860496,0.584358607639576,0.221941187298452,0.00753273831830986,0.0046260609765174,-1.53542487167472,9.88036951630441,42287.9418912315,-1.00014169320467e-11
stemarea,80,app,0.00906131984890302,0.00906131984890302,0.00906131984890302,0.00906131984890302,0.508555708161927,1e-09,0.254734876384697,1.59331225623658e-24,-1.31684556398154,-6.3229343235516,34.1805778416879,-1.80620185211059e-27
stemarea,81,app,0.0369942968663623,0.0369942968663623,0.0369942968663623,0.0369942968663623,0.592129855355409,0.20455303685521,1.0000000000001e-09,9.49600802608854e-23,-1.73076369421528,11.9580451357909,1.65304130747492,-5.75874710501394e-30
stemarea,82,app,0.107452671501416,0.107452671501432,0.107452671501095,0.107452671501095,0.704037327174393,0.75154192745279,1.00128473342471e-09,1.28473341638613e-12,-1.8096390972141,3.81696553119412,-0.55311577230527,-4.6752670206037e-20
stemarea,83,app,0.030042253283504,0.030042253283504,0.030042253283504,0.030042253283504,0.524669819866222,0.230962604566889,1.00000000079255e-09,7.92552875928438e-19,-1.72251143886584,12.0779056984139,-3.02523500447755,-1.89935069279532e-25
stemarea,84,app,0.0451883925484652,0.0451831803069266,0.0451796396230953,0.0451796396229989,0.511066672849899,0.202069077626151,0.00278513078432973,4.5255446375699e-05,-1.4604533260557,10.9642524245439,-2.10774226825079,-2.85111799385213e-13
stemarea,85,app,0.0602962823030915,0.0602838558726105,0.0602670909494277,0.0602670909444097,0.575140455164253,0.380297279536803,0.00313114566761108,0.00015910859618702,-1.60264552513417,6.27269332749686,3218.56381129704,-1.48969983516837e-09
stemarea,86,app,0.0377598393160074,0.0377598393160074,0.0377598393160074,0.0377598393160074,0.548481749107141,0.313065461630751,1.0000000000334e-09,3.33959068215938e-20,-1.55639022768649,8.77096522394663,0.0509606412533142,-1.66994453660846e-23
stemarea,87,app,0.0198380090774055,0.0198356937485573,0.0198337365686826,0.0198337365682504,0.437718020343176,0.271063311067406,0.00252072644802841,7.66594688507819e-05,-1.46760967948626,18.7083539279553,181.921315366028,-1.95024077209224e-09
stemarea,88,app,0.0768233705943241,0.0768233705943241,0.0768233705943241,0.0768233705943241,0.627308963154089,0.330404520064457,1e-09,2.83845891974537e-25,-1.46269256883821,6.01689526564568,0.894894830719965,-9.40336299768416e-31
stemarea,89,app,2.16124588292594,0.00668423738506406,5.2723116117654e-08,0,0.0784408064946607,0.0784408064946607,0.0784408064946607,0.0784408064946607,-2.78786151806982,0,0,0
stemarea,90,app,2.43150046081869,4.81365912070754e-05,3.38897790237554e-09,0,3.09223923565376,3.09223923565376,3.09223923565376,3.09223923565376,-2.2094783025082,0,0,0
stemarea,91,app,3.42641717689673,0.0464080267172469,7.54778164473151e-09,0,0.278228684798283,0.278228684798283,0.278228684798283,0.278228684798283,-2.68027180391816,0,0,0
stemarea,92,app,0.132553962943063,0.108070993797917,0.0153169439759778,0.0153169425931622,0.634317841724539,0.601064379619635,0.521901148721989,0.518076853102971,-1.53709712622884,4.02250134011337,-0.0877597138970617,-1.26655834423401e-08
stemarea,93,app,0.0466055539779252,0.0466055539779252,0.0466055539779252,0.0466055539779252,0.456389043767689,0.421226478893789,1.00000000000117e-09,1.16826525211682e-21,-1.37802046201357,6.46873955232698,1.18699054058874,-1.95312783018158e-24
stemarea,94,app,5.99866773164688,0.0072947138648048,8.19971342443892e-09,0,1.77012326937752e-09,1.77012326937752e-09,1.77012326937752e-09,1.77012326937752e-09,-1.76466931895701,0,0,0
stemarea,95,app,3.36399304523129,1.17539735178063e-05,6.32232579283879e-09,0,0.113348303804071,0.113348303804071,0.113348303804071,0.113348303804071,-2.65728809118052,0,0,0
stemarea,96,app,0.0750794728687154,0.0672045803196655,0.0628254307666877,0.0628254305878046,0.615987274271515,0.257462393241531,0.0908075828039338,0.0637067100913936,-1.36669043434373,7.29407170527587,-2.5168428433945,-7.32025779692174e-11
stemarea,97,app,2.02254325738904,0.0432186044188025,1.34491606934485e-08,1.95600841512827e-260,0.193001693357628,0.193001693357628,0.193001693357628,0.193001693357628,-1.84417677078862,2.98006056585124e-257,8.38655735253232e-258,-6.94409213719546e-266
stemarea,98,app,0.0280111984722958,0.0280111984722958,0.0280111984722958,0.0280111984722958,0.516559761285175,0.154382054610793,1.00000000000001e-09,8.14943258354006e-24,-1.0148311487137,17.1485129036642,-1.77069382447847,-2.18416167691359e-30
stemarea,99,app,0.0581583141247731,0.0573695983570958,0.0568117238072581,0.0568117236448307,0.499040226511848,0.226439251843812,0.0105593124609423,0.00663153899372458,-1.82693853839792,8.48569530520033,133396.451209872,-3.25909709738608e-12
stemarea,100,app,0.0422405951710713,0.0422405951710713,0.0422405951710712,0.0422405951710712,0.430544600400019,0.304890826103349,1.00000025144335e-09,2.51443349138846e-16,-1.35449769475163,10.4317458478875,1.36114527980821,-2.32342431347763e-22
leafarea,1,app,1.43274206540955,1.40322215725529,2.31838120308807e-09,2.11366921437981e-66,5.68559180177449,5.68559180177449,5.68559180177449,5.68559180177449,-0.50756237394592,1.02362921527028,4.20428693903378e-15,2.85476382705331e-86
leafarea,2,app,0.114098907800661,0.114098907800661,0.114098907800661,0.114098907800661,1.31198593812286,0.365834036885514,1.00000000000006e-09,5.88822540749281e-23,-0.46713146014885,2.5695059304047,0.14090464245378,2.42063431306537e-28
leafarea,3,app,3.25121025153307,0.000258935682794572,1.00135024536686e-09,0,0.0160343754232374,0.0160343754232374,0.0160343754232374,0.0160343754232374,-0.234487413965165,0,0,0
leafarea,4,app,0.166589769324719,0.16252002616476,0.155401242036726,0.155401241946844,1.18647167355475,0.717171507442281,0.165951880989006,0.0994701351833314,-0.384872522892225,1.23182932974696,-0.257547738619695,0.000113678881330021
leafarea,5,app,3.29158490081101,2.65605051334198e-05,5.96191013570691e-07,0,1.10343780635385e-09,1.10343780635385e-09,1.10343780635385e-09,1.10343780635385e-09,-0.467408785169225,0,0,0
leafarea,6,app,2.6578861460076,0.067123665782067,2.74097149954391e-05,0,6.04608363975717,6.04608363975717,6.04608363975717,6.04608363975717,-1.3682096977982,0,0,0
leafarea,7,app,0.240843517624037,0.240553673057481,0.240638469106233,0.240175584597631,1.52215516653204,0.241497572855663,0.952801986553105,0.0936268329208175,-0.349873628370661,-0.567793706473845,1.1313852780061,0.000118507498588411
leafarea,8,app,2.27880210950534,0.000100234750342487,7.7889389588173e-08,0,5.47537650792468,5.47537650792468,5.47537650792468,5.47537650792468,0.435372862749946,2.17216188219021e-12,1.09564713883277e-17,0
leafarea,9,app,0.150102168732234,0.150083514391779,0.150081482859233,0.15005444416226,1.24656212426123,0.336808901597948,0.09146271400956,0.000361516500957086,-0.419540328163962,1.88255771764365,-0.55387244575316,6.15145143061389e-08
leafarea,10,app,3.01258641806933,0.0071796156702473,0.0271243696153848,0,0.757035752021322,0.757035752021322,0.757035752021322,0.757035752021322,-0.467338053166326,0,0,0
leafarea,11,app,0.238809742168097,0.238106392845755,0.237863567997311,0.23660030298377,1.76322400575354,0.568926357587705,0.255337975952905,0.0154945253440168,-0.540776009383157,1.48827461280587,-0.04925518885401,6.72391818559885e-06
leafarea,12,app,3.82502866055869,0.153381547822678,0.0307648843070042,0,0.0234050485434585,0.0234050485434585,0.0234050485434585,0.0234050485434585,-0.467414093635993,0,0,0
leafarea,13,app,4.25230235318714,0.00155331266891201,0.0368288858954992,0,0.357898364120104,0.357898364120104,0.357898364120104,0.357898364120104,-0.467411874745375,0,0,0
leafarea,14,app,0.0975032360687345,0.0975032360687345,0.0975032360687345,0.0975032360687345,0.994595288060909,0.435964142782601,1e-09,6.87813762236575e-25,-0.254394005621311,1.38520063324239,0.582892080039479,8.02682131519317e-28
leafarea,15,app,3.41870916887836,0.079418858393537,1.59819634814385e-06,0,0.472211534039846,0.472211534039846,0.472211534039846,0.472211534039846,1.33064828131693,0,0,0
leafarea,16,app,2.46368502851698,0.000158481672622894,1.57583402913703e-05,3.23879793474771e-319,4.08315868340767,4.08315868340767,4.08315868340767,4.08315868340767,1.6154345343982,4.66207754400488e-318,-6.81943988985297e-319,4.94065645841247e-324
leafarea,17,app,4.25293339483062,0.00179343163011333,0.179344714191472,0,0.124477156683478,0.124477156683478,0.124477156683478,0.124477156683478,-1.25620800468589,0,0,0
leafarea,18,app,5.00761452787614,1.84575106389445,1.75928805738977e-09,0,2.74884041917754,2.74884041917754,2.74884041917754,2.74884041917754,-1.36820791232132,0,0,0
leafarea,19,app,2.94624191072106,0.00204461258967243,2.60862538024157e-07,0,4.65061255873505,4.65061255873505,4.65061255873505,4.65061255873505,-1.54529763406108,0,0,0
leafarea,20,app,3.08495598884799,0.0347692224285803,2.88342242304856e-08,0,1.51420405476993e-09,1.51420405476993e-09,1.51420405476993e-09,1.51420405476993e-09,-1.36820968304511,0,0,0
leafarea,21,app,1.87744664504132,1.81280674224802,1.08868067963354e-09,1.1391832379618e-156,2.97522054252977,2.97522054252977,2.97522054252977,2.97522054252977,-0.35842143616919,0.892827902710218,2.97162902394969e-15,7.27949505593072e-183
leafarea,22,app,0.130658741120075,0.130658312954973,0.130657609036413,0.130646755584674,1.03227188373424,0.488396055934143,0.0509472634896624,0.000831136616946189,-0.56668298412028,1.6154241621714,-0.427677096224847,3.92447759964735e-06
leafarea,23,app,2.594604757525,3.19466413834471e-05,9.79319548529813e-07,0,0.03561368886424,0.03561368886424,0.03561368886424,0.03561368886424,-0.277686510873013,0,0,0
leafarea,24,app,2.45516852135792,0.0136890639920608,4.27175783556504e-08,0,2.21518966213136,2.21518966213136,2.21518966213136,2.21518966213136,-1.54419509264882,0,0,0
leafarea,25,app,1.63407808674307,0.0787011205550859,1e-09,7.38459374624003e-229,4.65924378277461,4.65924378277461,4.65924378277461,4.65924378277461,0.0550567507002703,2608.13904036443,-6.89248441752078e-07,4.99828075809808e-251
leafarea,26,app,0.0821478507681399,0.0821478507681399,0.0821478507681399,0.0821478507681399,0.971452326961769,0.425329440048411,1.00000000019194e-09,1.91941487544967e-19,-0.375551801002988,3.19970363527354,0.995759097342423,1.39279955719039e-22
