variable,BM1,BMS,OU1,OUM,OUMV,OUMA,OUMVA,best,trait
leafarea,321.116037298592,303.492019000508,299.020309551989,283.626339551601,259.729965927033,-1218.51918811237,-966.205820844404,OUMA,Architecture
leafarea,321.116037298592,303.772790092409,299.020309551989,283.26130399027,259.73071184634,-2487.66087189018,-1082.31695021781,OUMA,Architecture
leafarea,321.116037298592,299.993251706547,299.020309551989,282.781198881962,259.010182608251,-7305.99569754425,-8822.95109733732,OUMVA,Architecture
leafarea,321.116037298592,303.485624229884,299.020309551989,283.253903064555,259.730212325694,264.713368154385,-754.048128524706,OUMVA,Architecture
leafarea,321.116037298592,304.506131030898,299.020309551989,283.409837505721,259.732026281961,-1132.74227844664,-1630.60368508657,OUMVA,Architecture
corleng,84.8872361035914,47.4932333577934,60.9381274284353,-2163.7268640969,-2165.10393461386,-9427.28761797786,-9548.65072941934,OUMVA,Architecture
corleng,84.8872361035914,48.4093051563808,60.9381274284353,-2479.67964100345,-2509.3460130916,-9828.27305303724,-9234.17648365962,OUMA,Architecture
corleng,84.8872361035914,45.9860391342297,60.9381274284353,-2163.7268640969,-2165.10393461386,-9714.26994353423,-174018.109625914,OUMVA,Architecture
corleng,84.8872361035914,49.0721356473015,60.9381274284353,-2497.82057474938,-2192.6761457436,-10456.3676794478,-10392.4809072513,OUMA,Architecture
corleng,84.8872361035914,44.7826537257222,60.9381274284353,-2286.04953423752,-2857.47635487805,-9488.95273383327,-9597.61879281795,OUMVA,Architecture
corleng,84.8872361035914,46.9563719394508,60.9381274284353,-2163.7268640969,-2165.10393445187,-3742.93389155185,-9298.30646163324,OUMVA,Architecture
corleng,84.8872361035914,48.3007855343663,60.9381274284353,-2163.7268640969,-2297.06354941818,-9098.89662415393,-10027.0903322314,OUMVA,Architecture
corleng,84.8872361035914,45.292211405666,60.9381274284353,-2189.65375056854,-2195.39758726543,-9154.64401767902,-3579.48924118975,OUMA,Architecture
corleng,84.8872361035914,44.6486349202402,60.9381274284353,-2148.05908526386,-2976.84328171781,-9841.73866515583,-5924.83332093175,OUMA,Architecture
corleng,84.8872361035914,47.6105835560656,60.9381274284353,-2846.48084901828,-2922.0009652327,-7633.93723555958,-9519.79745164666,OUMVA,Architecture
corleng,84.8872361035914,47.4772872566773,60.9381274284353,-2163.7268640969,-2165.10393461386,-6684.63214368926,-5443.98407877375,OUMA,Architecture
corleng,84.8872361035914,46.582796796392,60.9381274284353,-2188.46698355528,-2163.51360873414,-8878.61302626126,-9460.07000622052,OUMVA,Architecture
corleng,84.8872361035914,48.8510313429394,60.9381274284353,-2148.41944277844,-2142.59871490815,-10556.2425086791,-121991204881.798,OUMVA,Architecture
corleng,84.8872361035914,47.334659941649,60.9381274284353,-2163.7268640969,-2166.90826949656,-8531.37677374812,-9413.21205386196,OUMVA,Architecture
corleng,84.8872361035914,44.0791463939264,60.9381274284353,-2189.65375056854,-2195.39758726472,-8984.65107888852,-9248.26937918585,OUMVA,Architecture
corleng,84.8872361035914,45.6963240749249,60.9381274284353,-2148.05908526386,-2976.84328171781,-9482.18976311175,-9381.40601225569,OUMA,Architecture
corleng,84.8872361035914,43.8250207649877,60.9381274284353,-2123.79457675083,-2109.04397653291,-9367.69637752321,-3464.00178670576,OUMA,Architecture
corleng,84.8872361035914,48.1901374662385,60.9381274284353,-2163.7268640969,-2165.09835962685,-9382.16817881344,-9295.01727919436,OUMA,Architecture
corleng,84.8872361035914,45.2005121627544,60.9381274284353,-2189.65375056854,-2195.39758726543,-8404.99471695265,-1579659.67004766,OUMVA,Architecture
corleng,84.8872361035914,47.5976041885173,60.9381274284353,-2749.36916840566,-2747.07965353868,-10078.663168393,-9179.50715781622,OUMA,Architecture
corleng,84.8872361035914,47.5906937219571,60.9381274284353,-2163.7268640969,-2165.10393461386,-8497.26204555591,-7520.7762758866,OUMA,Architecture
corleng,84.8872361035914,48.0314745587643,60.9381274284353,-2163.7268640969,-2165.10393461386,-7099.67624731612,-9615.14839576711,OUMVA,Architecture
corleng,84.8872361035914,43.6202355394052,60.9381274284353,-1804.22520953761,-2121.22057612256,-9544.40446187176,-9677.03706313835,OUMVA,Architecture
corleng,84.8872361035914,47.0867633476109,60.9381274284353,-2163.7268640969,-2165.10393461386,-9004.7711179427,-8085.7886843009,OUMA,Architecture
corleng,84.8872361035914,48.8778719602447,60.9381274284353,-2163.7268640969,-2165.10035754393,-9514.9754538513,-4768.3868261343,OUMA,Architecture
corleng,84.8872361035914,44.6764828244601,60.9381274284353,-2189.65375056854,-2193.6720600567,-9499.0374749131,-9835.4475067795,OUMVA,Architecture
corleng,84.8872361035914,46.9034502025157,60.9381274284353,-2163.7268640969,-2165.10393473747,-7839.75758901806,-9117.43414236169,OUMVA,Architecture
corleng,84.8872361035914,43.1851369850389,60.9381274284353,-2588.43149255285,-2589.03203656624,-10450.3380457408,-75254.5541119241,OUMVA,Architecture
corleng,84.8872361035914,44.7274510721038,60.9381274284353,-2850.6015834871,-2845.97415191983,-9752.56935558462,-4259.10321191998,OUMA,Architecture
corleng,84.8872361035914,47.4067959946436,60.9381274284353,-2163.82112713732,-2166.53082592116,-9395.0905335132,-5788.6642303852,OUMA,Architecture
corleng,84.8872361035914,48.6740498985305,60.9381274284353,-2163.7268640969,-2194.96618738011,-5372.86813662012,-9222.42610863472,OUMVA,Architecture
corleng,84.8872361035914,46.4296402689818,60.9381274284353,-2593.76443714122,-2596.58990856678,-9601.01425014355,-9516.51272595464,OUMA,Architecture
corleng,84.8872361035914,45.6132465811123,60.9381274284353,-2199.62725402984,-2592.50659558692,-442124.084109748,-9343.28684384825,OUMA,Architecture
corleng,84.8872361035914,44.9575725122308,60.9381274284353,-2163.7268640969,-2165.10390990164,-9134.44047465526,-7186.53475294753,OUMA,Architecture
corleng,84.8872361035914,45.3162910937901,60.9381274284353,-2163.7268640969,-2165.06373105142,-9831.77908341135,-9566.00392042294,OUMA,Architecture
corleng,84.8872361035914,47.2710838356766,60.9381274284353,-2584.14408856688,-2485.9478855934,-8479.28030824173,-22931915.8523569,OUMVA,Architecture
corleng,84.8872361035914,44.7849861175839,60.9381274284353,-1557.594222611,-1561.5549459512,-9265.70251272517,-8692.1736004846,OUMA,Architecture
corleng,84.8872361035914,48.4491750567454,60.9381274284353,-2154.33231792519,-2855.34175114291,-8821.86039281871,-9394.68083211783,OUMVA,Architecture
corleng,84.8872361035914,48.245087534104,60.9381274284353,-2196.07308856697,-2198.11579603923,-6757.63126348156,-9065.0529275737,OUMVA,Architecture
corleng,84.8872361035914,48.0198384381066,60.9381274284353,-2479.67964100345,-2200.91354439946,-9228.05146980313,-9472.24776675003,OUMVA,Architecture
corleng,84.8872361035914,47.4912677440652,60.9381274284353,-2212.1022684373,-2216.51886287958,-9174.53284232341,-4228.61200511907,OUMA,Architecture
corleng,84.8872361035914,47.7280019204536,60.9381274284353,-2362.19908442152,-2193.39305722263,-9683.41758673938,-1541072274962.45,OUMVA,Architecture
corleng,84.8872361035914,45.4927138281176,60.9381274284353,-2163.7268640969,-2165.10393461386,-6070.11733939505,-9334.02875383137,OUMVA,Architecture
corleng,84.8872361035914,47.6750508687368,60.9381274284353,-2846.48084901828,-2971.76288598099,-9284.63948293884,-9796.9677917596,OUMVA,Architecture
corleng,84.8872361035914,43.0093219295966,60.9381274284353,-2589.68711325822,-2501.78760680788,-4318.6382524583,-9642.73279258151,OUMVA,Architecture
corleng,84.8872361035914,46.7809526481807,60.9381274284353,-2198.44851499478,-2196.30726896419,-9533.66810670671,-9853.07327682725,OUMVA,Architecture
corleng,84.8872361035914,46.9357938467398,60.9381274284353,-2151.93533097882,-2955.69011878255,-9194.13006884027,-9359.77415352898,OUMVA,Architecture
corleng,84.8872361035914,47.2667978966392,60.9381274284353,-2148.05908526386,-2172.09604268476,-8147.69326144004,-9446.75869384078,OUMVA,Architecture
corleng,84.8872361035914,47.5003051618557,60.9381274284353,-2785.14932203988,-2789.59908482269,-9589.31981230734,-347565.561359682,OUMVA,Architecture
corleng,84.8872361035914,45.2660973512629,60.9381274284353,-2485.64872407441,-2498.34520362442,-9936.78323246762,-10042.288216478,OUMVA,Architecture
corleng,84.8872361035914,46.703450838104,60.9381274284353,-2163.7268640969,-2165.10393461386,-9113.12579818089,-9648.42551669693,OUMVA,Architecture
corleng,84.8872361035914,48.2754300561194,60.9381274284353,-2171.33781732723,-2168.15317270895,-9168.24812106014,-4212.02002998634,OUMA,Architecture
corleng,84.8872361035914,47.5806374369633,60.9381274284353,-2163.7268640969,-2165.09791125637,-8691.09227005336,-9162.77765620159,OUMVA,Architecture
corleng,84.8872361035914,44.5664945922632,60.9381274284353,-2487.36636461915,-2558.88209623219,-9493.30470071937,-9558.11691273543,OUMVA,Architecture
corleng,84.8872361035914,48.6427843504781,60.9381274284353,-2505.99644037509,-2203.58207245258,-11050.6954174647,-9585.17896984745,OUMA,Architecture
corleng,84.8872361035914,44.8245360831046,60.9381274284353,-2574.27323270246,-2570.97618520204,-9229.67237152063,-9360.51785635421,OUMVA,Architecture
corleng,84.8872361035914,45.893144066657,60.9381274284353,-2163.61021167728,-2179.64032790057,-9106.74350424198,-7853.891199542,OUMA,Architecture
corleng,84.8872361035914,48.3078698995252,60.9381274284353,-2163.7268640969,-2165.1039345646,-9432.08261179521,-9129.55412766854,OUMA,Architecture
corleng,84.8872361035914,43.370817220333,60.9381274284353,-1565.76525725105,-1560.95696710716,-7604.0183391579,-3374.60887904151,OUMA,Architecture
corleng,84.8872361035914,46.4577111665863,60.9381274284353,-2163.7268640969,-2165.10392412951,-9346.55396267947,-9463.96958328922,OUMVA,Architecture
corleng,84.8872361035914,49.6033259986758,60.9381274284353,-2163.7268640969,-2165.10110017174,-8823.90305561436,-3084549306325.47,OUMVA,Architecture
corleng,84.8872361035914,47.022734480269,60.9381274284353,-2576.80015735798,-2853.87860713418,-9673.5384362146,-19707324.490938,OUMVA,Architecture
corleng,84.8872361035914,46.2636129080021,60.9381274284353,-2163.7268640969,-2165.10393461386,-9114.40169547704,-3952.12489485048,OUMA,Architecture
corleng,84.8872361035914,47.5731923228964,60.9381274284353,-2163.7268640969,-2165.10393461386,-9770.31478162373,-9777.63674130033,OUMVA,Architecture
corleng,84.8872361035914,44.1803067146761,60.9381274284353,-2943.37678447951,-2066.47104889302,-9323.44664511986,-9456.78278879058,OUMVA,Architecture
corleng,84.8872361035914,45.704007610806,60.9381274284353,-2163.7268640969,-2165.10393461386,-9328.54233334588,-9588.5666652277,OUMVA,Architecture
corleng,84.8872361035914,47.4631807003126,60.9381274284353,-2163.7268640969,-2165.10390751224,-9918.8082519393,-9652.04255172854,OUMA,Architecture
corleng,84.8872361035914,46.464521887838,60.9381274284353,-2163.7268640969,-2165.10393461386,-8270.97958933677,-9638.870117153,OUMVA,Architecture
corleng,84.8872361035914,47.2898286768619,60.9381274284353,-2163.7268640969,-2165.10393457398,-9579.29715842406,-4172.45673199229,OUMA,Architecture
corleng,84.8872361035914,45.1654487874158,60.9381274284353,-2163.7268640969,-2165.10580600886,-9040.62262476796,-9058.9123369785,OUMVA,Architecture
corleng,84.8872361035914,46.1860267723233,60.9381274284353,-2189.65375056854,-2190.41579608005,-9484.49069024083,-9820.28299988461,OUMVA,Architecture
corleng,84.8872361035914,47.6847735787786,60.9381274284353,-2163.7268640969,-2165.10393461382,-7710.78499147373,-7351.76770493449,OUMA,Architecture
corleng,84.8872361035914,44.1458579914815,60.9381274284353,-2593.69976087301,-2594.33587493115,-10042.1205856789,-9644.92205098334,OUMA,Architecture
corleng,84.8872361035914,48.0408043356251,60.9381274284353,-2163.7268640969,-2165.10391480302,-8096.1411210112,-9110.59067253392,OUMVA,Architecture
corleng,84.8872361035914,43.9546824721494,60.9381274284353,-2160.87651653345,-2167.86475114435,-9306.21310732769,-9743.2039918252,OUMVA,Architecture
corleng,84.8872361035914,47.1511541500142,60.9381274284353,-2163.7268640969,-2165.53478897869,-8355.17941699677,-8296.04612021744,OUMA,Architecture
corleng,84.8872361035914,47.6524554397448,60.9381274284353,-2576.80015735798,-2853.87860713418,-9645.8777698215,-9759.74882086003,OUMVA,Architecture
corleng,84.8872361035914,47.3223463170883,60.9381274284353,-2500.51127084882,-2505.47954824879,-4780.81739692252,-9369.86115358249,OUMVA,Architecture
corleng,84.8872361035914,46.4305201717035,60.9381274284353,-2163.7268640969,-2165.14610156252,-7889.09599816343,-9405.40197133457,OUMVA,Architecture
corleng,84.8872361035914,43.9895924041466,60.9381274284353,-2161.42986444855,-2190.83222546077,-8957.58642544992,-9341.9867069013,OUMVA,Architecture
corleng,84.8872361035914,46.7827623507909,60.9381274284353,-2163.7268640969,-2187.28067469392,-9126.79837144709,-9626.91282518872,OUMVA,Architecture
corleng,84.8872361035914,47.0419574759354,60.9381274284353,-2161.90274916016,-2165.45019200373,-9222.57014577963,-7880.87933434276,OUMA,Architecture
corleng,84.8872361035914,44.8880414732042,60.9381274284353,-2485.64872407441,-2498.34520356734,-9765.41198971163,-9489.54040703806,OUMA,Architecture
corleng,84.8872361035914,44.9998249152238,60.9381274284353,-2585.55509533103,-2585.05671814265,-9553.82600796658,-9425.70116133287,OUMA,Architecture
corleng,84.8872361035914,47.8836746454331,60.9381274284353,-2163.7268640969,-2165.10594958296,-9553.07132815757,-9595.53815920799,OUMVA,Architecture
corleng,84.8872361035914,45.6008277524927,60.9381274284353,-2286.04953423752,-2857.47635622097,-9077.11389386617,-9478.35466415712,OUMVA,Architecture
corleng,84.8872361035914,47.778418973405,60.9381274284353,-2163.7268640969,-2165.10381927671,-9288.91685256163,-9651.62589734751,OUMVA,Architecture
corleng,84.8872361035914,45.6976341906337,60.9381274284353,-2189.65375056854,-2195.39758726543,-9140.57721195032,-9293.9561319298,OUMVA,Architecture
corleng,84.8872361035914,46.0287659454714,60.9381274284353,-2163.7268640969,-2165.10397534627,-4826.1562837386,-9285.13206953896,OUMVA,Architecture
corleng,84.8872361035914,46.9333576199932,60.9381274284353,-2163.7268640969,-2165.10393461386,-182117988087.235,-7270.66686892973,OUMA,Architecture
corleng,84.8872361035914,44.6029854953048,60.9381274284353,-2286.04953423752,-2857.47635487805,-9530.13456907716,-9725.96902658258,OUMVA,Architecture
corleng,84.8872361035914,45.5811038458911,60.9381274284353,-2937.40507500982,-2777.64891775648,-4571.10132856769,-5991.44222520081,OUMVA,Architecture
corleng,84.8872361035914,46.5820559831924,60.9381274284353,-2148.05908526386,-2976.8432817178,-9557.08817595358,-9608.75979115527,OUMVA,Architecture
corleng,84.8872361035914,46.9520612063003,60.9381274284353,-2161.31093255358,-2165.10393461386,-9333.51405347087,-3706.30776246954,OUMA,Architecture
corleng,84.8872361035914,45.8891212986763,60.9381274284353,-2163.470842385,-2165.55617426134,-4339.82232960447,-5522.83977864729,OUMVA,Architecture
corleng,84.8872361035914,48.0246811554966,60.9381274284353,-2199.62725402984,-2583.97938720243,-9411.04251603231,-9381.78835805415,OUMA,Architecture
corleng,84.8872361035914,47.4971961231318,60.9381274284353,-2163.7268640969,-2165.10393461386,-9293.14370593035,-8904.47815248073,OUMA,Architecture
corleng,84.8872361035914,45.8271877755368,60.9381274284353,-2189.65375056854,-2195.39758726543,-9415.52934131173,-8180.14802170702,OUMA,Architecture
corleng,84.8872361035914,46.3789043261426,60.9381274284353,-2163.7268640969,-2165.10393461386,-8930.49422015316,-8343.00854377787,OUMA,Architecture
corleng,84.8872361035914,47.3862049235061,60.9381274284353,-2163.7268640969,-2165.10388241457,-9806.66655067973,-9642.98669732394,OUMA,Architecture
petleng,137.837914448847,127.011575642399,128.748359786927,107.383679037649,96.6252983789,-600.003107562651,-2605.69886562034,OUMVA,Architecture
petleng,137.837914448847,128.118949554143,128.748359786927,106.186342688876,94.7466147081253,98.5032282256052,96.7814780280505,OUMV,Architecture
petleng,137.837914448847,126.808903704507,128.748359786927,107.359000100659,95.6859487526679,94.984258879817,97.2836268194653,OUMA,Architecture
petleng,137.837914448847,129.318922246121,128.748359786927,107.328981535779,96.6003237845277,-1246.09717008472,-3287.60040787463,OUMVA,Architecture
petleng,137.837914448847,122.851712844739,128.748359786927,103.191375871705,93.4337509379805,-2189.36796023167,-1501.19761242477,OUMA,Architecture
petleng,137.837914448847,128.23399147396,128.748359786927,107.2679452017,96.2732902007033,-4250.0092056472,-2246.34356058212,OUMA,Architecture
petleng,137.837914448847,126.991166349454,128.748359786927,108.125157404597,97.3732952316453,103.256512764768,-964.26490404194,OUMVA,Architecture
petleng,137.837914448847,125.195275308218,128.748359786927,107.045360853676,97.5523428553718,-1082.6643496224,-2233.73549308539,OUMVA,Architecture
petleng,137.837914448847,121.399442672377,128.748359786927,101.894411756265,91.8245953838744,-679667806.048315,-590.437253821971,OUMA,Architecture
petleng,137.837914448847,128.145372219399,128.748359786927,107.678745388364,97.5209757527033,-901.793336943694,-1390.50809275086,OUMVA,Architecture
petleng,137.837914448847,127.745885236547,128.748359786927,107.326913694444,96.1223375871274,-4935.46765684299,-2711.84470665518,OUMA,Architecture
petleng,137.837914448847,122.912858546697,128.748359786927,103.665184356551,93.5476569710326,-1864.48231388059,-1862.13092262304,OUMA,Architecture
petleng,137.837914448847,129.216465835658,128.748359786927,107.385048387402,96.633938201884,-1611.48466530783,-1674.66203884028,OUMVA,Architecture
petleng,137.837914448847,127.322757549779,128.748359786927,107.268797355497,96.1811023127968,-2477.69737618197,-2405.93854622161,OUMA,Architecture
petleng,137.837914448847,124.042185803795,128.748359786927,99.8857563990124,91.3243578900386,98.4515722934028,-3394785097.41409,OUMVA,Architecture
petleng,137.837914448847,123.340413030509,128.748359786927,103.487313025674,94.1435133371356,-1842.07332939204,-1633.39580046628,OUMA,Architecture
petleng,137.837914448847,122.385115618462,128.748359786927,102.499195958144,92.0868628930429,99.2821327474341,94.2525681296075,OUMV,Architecture
petleng,137.837914448847,127.563287752407,128.748359786927,107.324577981001,96.4988332947242,-1541.90900750669,-2618.30894344055,OUMVA,Architecture
petleng,137.837914448847,123.396995461383,128.748359786927,103.098922878688,96.6428468797214,-1562.49742022767,-41572941182.5355,OUMVA,Architecture
petleng,137.837914448847,127.840922002074,128.748359786927,107.384048945423,96.6280969890602,-1040.19180323557,-2265.07277298482,OUMVA,Architecture
petleng,137.837914448847,126.038627770332,128.748359786927,107.383135658065,96.6222428068913,95.6977198309701,-660.844938885987,OUMVA,Architecture
petleng,137.837914448847,126.680326855674,128.748359786927,107.366004218876,96.4020073576492,-2016.46911770436,-2014.11933607671,OUMA,Architecture
petleng,137.837914448847,120.525535469665,128.748359786927,102.055071567864,92.1536349559663,-7111.09801957942,-994.711623385688,OUMA,Architecture
petleng,137.837914448847,127.523895518621,128.748359786927,107.270271955508,96.2798222011181,-1227.01185694718,-2377.5364717687,OUMVA,Architecture
petleng,137.837914448847,129.300042094855,128.748359786927,107.34596016639,96.722614258921,-2352.62908378253,-4179.37428217177,OUMVA,Architecture
petleng,137.837914448847,122.646485978901,128.748359786927,102.566496585221,96.520226027759,99.6852642889591,94.6633551087618,OUMVA,Architecture
petleng,137.837914448847,127.353297842781,128.748359786927,106.135679385482,94.6491165742208,95.2976937233491,-733.680841344986,OUMVA,Architecture
petleng,137.837914448847,122.170137990709,128.748359786927,100.980955458603,91.7866033530327,-1600563.9810906,-3393.82502121662,OUMA,Architecture
petleng,137.837914448847,122.045071358513,128.748359786927,98.717522005736,88.6295939767442,-1921.54307367674,-3553.71410532349,OUMVA,Architecture
petleng,137.837914448847,128.77595651273,128.748359786927,107.348865379843,96.5757650674814,-3783017497.75999,-8534418376.01265,OUMVA,Architecture
petleng,137.837914448847,129.136049178759,128.748359786927,106.638023800648,95.0043884456307,-1942.88633543116,-2269.6249533714,OUMVA,Architecture
petleng,137.837914448847,122.991490535837,128.748359786927,103.422620165073,93.9931198081315,-3159.93985209858,-2227.67602580648,OUMA,Architecture
petleng,137.837914448847,125.997909305777,128.748359786927,104.880602886441,95.7242780361251,-1204.50597642169,-1527.97672505587,OUMVA,Architecture
petleng,137.837914448847,125.777911112807,128.748359786927,105.174320845203,95.668017561169,98.8610199085415,91.5878642625731,OUMVA,Architecture
petleng,137.837914448847,123.832081787652,128.748359786927,105.092548099885,95.6331237939772,-1504.2074172752,-1394.99394642675,OUMA,Architecture
petleng,137.837914448847,127.805509785233,128.748359786927,107.397366572736,96.6722875518725,-1216.55776109897,-1744.19775606886,OUMVA,Architecture
petleng,137.837914448847,124.053986814572,128.748359786927,101.507708654238,92.7424164209984,-685.433610488809,-973.032437299293,OUMVA,Architecture
petleng,137.837914448847,129.140873813098,128.748359786927,107.357184317172,96.847074121464,-2369.43083566193,-2074.13486526499,OUMA,Architecture
petleng,137.837914448847,128.011654172071,128.748359786927,107.329015199839,96.1199603298768,-2849.60956985659,97.656408527073,OUMA,Architecture
petleng,137.837914448847,127.862011714982,128.748359786927,107.273844293121,96.2896409465827,-2809831170.85084,-1947.57096728367,OUMA,Architecture
petleng,137.837914448847,127.931759519429,128.748359786927,107.461625350889,96.7567908163841,-11314930196.2362,-1785.75094561295,OUMA,Architecture
petleng,137.837914448847,128.185486558903,128.748359786927,107.425678058492,96.7321303930444,-1091.46697863292,-2510.77102731406,OUMVA,Architecture
petleng,137.837914448847,126.440346451422,128.748359786927,106.679526806119,95.2190464011491,95.8324734930318,97.6189918723974,OUMV,Architecture
petleng,137.837914448847,127.846459809673,128.748359786927,107.345172742816,96.3749062935591,-1304.30537933979,-2592.62622174998,OUMVA,Architecture
petleng,137.837914448847,121.990309220564,128.748359786927,99.2585140922411,89.2317832488283,97.6277109985896,-557285165214.148,OUMVA,Architecture
petleng,137.837914448847,128.902092051525,128.748359786927,107.396052902195,96.6767083501467,-4891.55826116696,-1993.52625504945,OUMA,Architecture
petleng,137.837914448847,127.304001589503,128.748359786927,107.339870896994,96.0709340214055,100.222450736804,-2119.09265304146,OUMVA,Architecture
petleng,137.837914448847,122.759118240925,128.748359786927,103.110518176975,96.6459044247885,-2444.82432759334,-2652.61969009808,OUMVA,Architecture
petleng,137.837914448847,127.874656160553,128.748359786927,107.279339074646,96.2320940086119,-638.468290676137,-3050.02730124452,OUMVA,Architecture
petleng,137.837914448847,122.40112189589,128.748359786927,103.009957277745,96.6543776924796,-2697.24871393878,-2442.3341839793,OUMA,Architecture
petleng,137.837914448847,126.71550634634,128.748359786927,107.297157453639,96.1866879321026,97.1808467591694,-2408.03891658525,OUMVA,Architecture
petleng,137.837914448847,128.70228165943,128.748359786927,107.439770367866,96.8991476853706,-2532.75911190281,-3472.19677980118,OUMVA,Architecture
petleng,137.837914448847,127.481214185692,128.748359786927,107.341556177212,96.433462039241,-2947.1824997289,-3456.04264885593,OUMVA,Architecture
petleng,137.837914448847,122.981243404329,128.748359786927,103.536741559666,95.0297081953904,100.228372162353,96.4114504713574,OUMV,Architecture
petleng,137.837914448847,129.673504350805,128.748359786927,107.423093808864,97.0652986663897,-909.677367106761,-2184.23095206167,OUMVA,Architecture
petleng,137.837914448847,123.478118073254,128.748359786927,103.229913296918,93.5639735566742,-222415185.385752,-2935.40132582132,OUMA,Architecture
petleng,137.837914448847,126.977803266375,128.748359786927,107.022536362576,95.9954809680591,-2343.02892704064,-1703.38940414014,OUMA,Architecture
petleng,137.837914448847,127.171874915023,128.748359786927,107.321453087139,96.3445696662549,-60.4721267334823,-2080.11833965826,OUMVA,Architecture
petleng,137.837914448847,121.645302339663,128.748359786927,104.465867385982,93.3270798399133,96.3324965376636,-1676.8766782642,OUMVA,Architecture
petleng,137.837914448847,127.006309737843,128.748359786927,108.60644267764,98.4126088465228,-1042.22404639742,96.8399624627808,OUMA,Architecture
petleng,137.837914448847,129.419262576262,128.748359786927,107.356098099016,96.6838639327906,-1793.1972984027,-3706.72163575311,OUMVA,Architecture
petleng,137.837914448847,127.533357452573,128.748359786927,107.389066986484,96.6518644948973,-1662.97782080979,-1949.16135935285,OUMVA,Architecture
petleng,137.837914448847,127.510016342795,128.748359786927,107.384315784766,96.6309682208295,-2202379741892.06,-2402.26230080332,OUMA,Architecture
petleng,137.837914448847,126.734093080143,128.748359786927,107.269566561307,96.251575405368,96.4835612162764,-1116.80179296741,OUMVA,Architecture
petleng,137.837914448847,124.473252453645,128.748359786927,98.9455096088598,90.7650653858418,-2301.55384618442,-1376.95468286622,OUMA,Architecture
petleng,137.837914448847,123.680292096658,128.748359786927,103.26538767886,96.6603701430117,-1727.15808875629,-358425.94952048,OUMVA,Architecture
petleng,137.837914448847,128.47118005802,128.748359786927,107.267945790967,96.3369884242257,95.9016707132739,-2624.73729347804,OUMVA,Architecture
petleng,137.837914448847,126.976403390724,128.748359786927,107.109276860819,95.2720016152025,94.9434747195088,97.280001354263,OUMA,Architecture
petleng,137.837914448847,127.890123221403,128.748359786927,107.26839883412,96.2653653617639,-1708.27347020041,-2438.99756774952,OUMVA,Architecture
petleng,137.837914448847,126.213552458634,128.748359786927,106.299802527961,95.8828249735981,99.1223672650425,97.7322942957174,OUMV,Architecture
petleng,137.837914448847,122.837781413679,128.748359786927,103.147461820382,96.6640135716466,96.6949543655627,-2724.3996670734,OUMVA,Architecture
petleng,137.837914448847,127.552821023821,128.748359786927,107.269486312109,96.2769731535513,-1560.91807008318,-1893.67144670566,OUMVA,Architecture
petleng,137.837914448847,121.023192617043,128.748359786927,98.7762061095343,88.4332095416497,-2726.58226806967,-3046.17412060817,OUMVA,Architecture
petleng,137.837914448847,127.419467767332,128.748359786927,107.319993633205,96.3410986997398,-3485.61657012282,-2870.9254505966,OUMA,Architecture
petleng,137.837914448847,122.794446472037,128.748359786927,100.14540338608,90.5779571246601,-1778.8554424601,-1776.5056631831,OUMA,Architecture
petleng,137.837914448847,128.745859732463,128.748359786927,107.372001845786,96.081355284758,-2845.43598459908,-2440.55348352682,OUMA,Architecture
petleng,137.837914448847,128.563249870634,128.748359786927,107.309317621761,96.2118572576009,-710.253633359958,-1871.12180962437,OUMVA,Architecture
petleng,137.837914448847,126.478210033122,128.748359786927,108.182674015353,98.3801842254866,-2323.18872457537,-2099.27397441611,OUMA,Architecture
petleng,137.837914448847,127.755103783193,128.748359786927,107.467339909586,96.6553072532214,-2260.68592994115,-5542.98552464842,OUMVA,Architecture
petleng,137.837914448847,123.320661584563,128.748359786927,98.8648630694182,89.0543297247187,-2875.25134453192,-2073.24358157122,OUMA,Architecture
petleng,137.837914448847,125.988458807049,128.748359786927,111.508662020329,102.734095859674,-1673.46632848202,-810.80518448549,OUMA,Architecture
petleng,137.837914448847,127.469002990929,128.748359786927,107.376485616976,96.5966346749898,-2240.98682861028,-2238.63702949933,OUMA,Architecture
petleng,137.837914448847,123.127848516132,128.748359786927,101.044170853024,92.4401436296783,-2161.47470243317,-2159.12485070047,OUMA,Architecture
petleng,137.837914448847,120.596146590726,128.748359786927,102.192075896712,91.3206174610378,-6662.05781624348,93.6702055531951,OUMA,Architecture
petleng,137.837914448847,127.250898095349,128.748359786927,107.45121091579,96.7043757344748,-3755.05029969623,-2599.86482712065,OUMA,Architecture
petleng,137.837914448847,124.165252767371,128.748359786927,104.792982322434,95.3455402254729,99.6067348637388,-976.338401553261,OUMVA,Architecture
petleng,137.837914448847,127.534221430253,128.748359786927,107.315091238641,96.3453395625697,-2668.4184412272,-3338.25936427032,OUMVA,Architecture
petleng,137.837914448847,123.770149366388,128.748359786927,103.725432830547,94.3675146124733,-1903.59140780318,-1790.29033478585,OUMA,Architecture
petleng,137.837914448847,126.200478618265,128.748359786927,107.467792998772,96.725813503194,-841.341331888353,-2281.2716496756,OUMVA,Architecture
petleng,137.837914448847,127.274623169845,128.748359786927,107.383973303333,96.6274308024778,-1154.40867985579,-2212.02242585481,OUMVA,Architecture
petleng,137.837914448847,123.637243580968,128.748359786927,103.007909760441,93.06652705523,-1554.67127738142,-1969.19082714261,OUMVA,Architecture
