variable,BM1,BMS,OU1,OUM,OUMV,OUMA,OUMVA,best,trait
stemarea,297.250987954723,304.284318295249,299.308515082554,300.811608923363,305.68927432293,307.980464763117,304.198852637845,BM1,Leaf.Structure
leafarea,321.116037298592,321.531156081688,299.020309551989,295.497358236964,293.824841878902,-4322.55850542445,-4654.52338345505,OUMVA,Leaf.Structure
leafarea,321.116037298592,322.866577735417,299.020309551989,292.863423146245,289.931390839324,-3146.61369132109,-2327.00670149969,OUMA,Leaf.Structure
leafarea,321.116037298592,328.712661602531,299.020309551989,302.73240728657,292.375187074031,-1197.26106329261,-742.566443975303,OUMA,Leaf.Structure
leafarea,321.116037298592,323.157902935248,299.020309551989,292.617701139982,291.404847760474,293.662587628122,-3793.9699400207,OUMVA,Leaf.Structure
leafarea,321.116037298592,315.915803407222,299.020309551989,299.992538309276,294.356405301604,-3708.44815933724,-3090.16904418375,OUMA,Leaf.Structure
leafarea,321.116037298592,321.390298925837,299.020309551989,293.654586189298,293.559014895127,-3945.2276961387,-2428.60071648826,OUMA,Leaf.Structure
leafarea,321.116037298592,324.735009322604,299.020309551989,299.457410879823,294.741114445032,-1891.52043979688,-1679.04913102466,OUMA,Leaf.Structure
leafarea,321.116037298592,330.066034429328,299.020309551989,298.970486949207,297.958336381404,-3433.0059658614,-1288.52101436845,OUMA,Leaf.Structure
leafarea,321.116037298592,324.574294470713,299.020309551989,300.148385251583,295.978534496594,-1914.23028788476,-1613.02092146226,OUMA,Leaf.Structure
leafarea,321.116037298592,327.419785881061,299.020309551989,293.738565499558,294.150235262295,-4105.8802230278,271.965457790692,OUMA,Leaf.Structure
leafarea,321.116037298592,326.735542526786,299.020309551989,303.954923121968,292.671380776245,-2849.74983612425,-1544.31115259396,OUMA,Leaf.Structure
leafarea,321.116037298592,325.998197218956,299.020309551989,298.122724927654,292.727305272687,-6565.51718344208,-3000.84826581637,OUMA,Leaf.Structure
leafarea,321.116037298592,325.624241453794,299.020309551989,298.658290699438,297.236174694711,-504.331513406898,278.796897703227,OUMA,Leaf.Structure
leafarea,321.116037298592,321.528704732663,299.020309551989,295.943909584581,291.315131653505,290.622385727165,-4166.95496198487,OUMVA,Leaf.Structure
leafarea,321.116037298592,318.494778370847,299.020309551989,291.490346119897,289.96885935088,288.026045772532,-3196.95987692593,OUMVA,Leaf.Structure
leafarea,321.116037298592,323.709407105684,299.020309551989,299.605507884506,298.171564131123,293.277671273011,-2617.86649788121,OUMVA,Leaf.Structure
leafarea,321.116037298592,323.794340525861,299.020309551989,295.32456150029,293.806102659032,-2813.78639420316,-3272.23997017499,OUMVA,Leaf.Structure
leafarea,321.116037298592,329.559739087649,299.020309551989,300.205902468037,293.4646343397,296.061771688795,-3971.03503749451,OUMVA,Leaf.Structure
leafarea,321.116037298592,325.951971450939,299.020309551989,292.090310483987,293.001473747488,-3071.0262158829,-1242.51124667857,OUMA,Leaf.Structure
leafarea,321.116037298592,327.999936839859,299.020309551989,298.792683397228,295.944840632899,-2701.35418509092,-576.735413654096,OUMA,Leaf.Structure
leafarea,321.116037298592,324.023003537338,299.020309551989,298.309233667195,292.460545429431,-1700.97859084547,-1522.519096575,OUMA,Leaf.Structure
leafarea,321.116037298592,328.71026054016,299.020309551989,296.222038685306,295.901739675236,-1997.29314815484,-1009.09762411412,OUMA,Leaf.Structure
leafarea,321.116037298592,326.269513805608,299.020309551989,298.910643468225,296.914720430865,295.54448910628,-1594.23137080805,OUMVA,Leaf.Structure
leafarea,321.116037298592,323.590918827404,299.020309551989,295.61092101958,292.89573546616,-2135.058147615,-5833.24606646545,OUMVA,Leaf.Structure
leafarea,321.116037298592,319.724726264142,299.020309551989,293.343558124038,289.924620243456,-3076.77069319827,-2229.9276567076,OUMA,Leaf.Structure
leafarea,321.116037298592,321.991972205544,299.020309551989,295.486782207803,295.592146451114,-3989.9173104198,-2149.1136528635,OUMA,Leaf.Structure
leafarea,321.116037298592,329.915470756092,299.020309551989,294.637173234213,294.268542747994,293.720807167962,-2576.04866020721,OUMVA,Leaf.Structure
leafarea,321.116037298592,323.215891715995,299.020309551989,296.972186042166,286.225112583975,-2584.93971265495,-2933.59083085517,OUMVA,Leaf.Structure
leafarea,321.116037298592,326.930111959532,299.020309551989,294.853104396553,293.700858471011,-4171.42714356391,-3909.7490185639,OUMA,Leaf.Structure
leafarea,321.116037298592,328.675370794038,299.020309551989,297.21277968677,293.814147678558,-3058.824902624,-3564.10961301177,OUMVA,Leaf.Structure
leafarea,321.116037298592,328.916935013257,299.020309551989,297.838100243941,293.297322352169,-2750.25124343141,-3875.52076106568,OUMVA,Leaf.Structure
leafarea,321.116037298592,321.70959234441,299.020309551989,294.729357488274,292.513197673303,288.999826909436,-1093.45742742623,OUMVA,Leaf.Structure
leafarea,321.116037298592,327.178505685789,299.020309551989,296.443246294584,293.160479015663,-5461.73692964209,-1012.12278229176,OUMA,Leaf.Structure
leafarea,321.116037298592,327.82167751869,299.020309551989,298.147913241246,296.820018533107,-1290.04195133965,300.43941600934,OUMA,Leaf.Structure
leafarea,321.116037298592,323.422914138634,299.020309551989,295.166147537109,292.190069741174,-2128.00331969953,-2327.65211512011,OUMVA,Leaf.Structure
leafarea,321.116037298592,323.532253542736,299.020309551989,296.183545831783,295.3286324901,-1421.6642461253,-788.885242662051,OUMA,Leaf.Structure
leafarea,321.116037298592,329.807518449965,299.020309551989,300.42834689531,297.539361683721,-3210.26712912608,282.281561061872,OUMA,Leaf.Structure
leafarea,321.116037298592,326.100448713959,299.020309551989,293.18893434823,292.335501692559,-1785.91190364023,-1977.99724939653,OUMVA,Leaf.Structure
leafarea,321.116037298592,327.719223280205,299.020309551989,297.781267178555,294.867317224463,-3461.1501254602,-166.125544100398,OUMA,Leaf.Structure
leafarea,321.116037298592,329.414879736489,299.020309551989,298.522192101429,292.916298178397,-2726.51254686223,-2466.00660393022,OUMA,Leaf.Structure
leafarea,321.116037298592,324.758118825134,299.020309551989,300.054423844751,294.035501791495,293.806167655038,298.72568870466,OUMA,Leaf.Structure
leafarea,321.116037298592,321.263574296867,299.020309551989,298.591403944997,293.817136397462,291.925032308546,-2370.09762132897,OUMVA,Leaf.Structure
leafarea,321.116037298592,326.195156498954,299.020309551989,295.140194555279,295.102539311909,-3920.53885208297,-3363.75520773156,OUMA,Leaf.Structure
leafarea,321.116037298592,319.980402744266,299.020309551989,296.412498111332,292.034336958205,-5428.36779729971,-1097.26889529186,OUMA,Leaf.Structure
leafarea,321.116037298592,326.186819538188,299.020309551989,295.734103124469,294.570913177583,-2266.7349976514,-3497.38024479406,OUMVA,Leaf.Structure
leafarea,321.116037298592,324.285202644226,299.020309551989,294.728579650653,293.642054703366,-4594.5114476743,-3098.6501238139,OUMA,Leaf.Structure
leafarea,321.116037298592,330.719019672329,299.020309551989,294.130480824339,296.040438829064,-4850.70047567021,-2667.00271260272,OUMA,Leaf.Structure
leafarea,321.116037298592,319.179004528993,299.020309551989,289.875811546938,287.79951307183,-2357.30748417863,-1940.71600013627,OUMA,Leaf.Structure
leafarea,321.116037298592,324.286867006244,299.020309551989,298.722537698541,293.579723372158,-3424.94749925764,-1754.09966027334,OUMA,Leaf.Structure
leafarea,321.116037298592,323.673509866275,299.020309551989,293.748035365958,294.877989520399,-3898.67509615256,256.709362794815,OUMA,Leaf.Structure
leafarea,321.116037298592,324.745091839254,299.020309551989,299.334193874604,297.211227480515,292.189197772962,-2060.09354630297,OUMVA,Leaf.Structure
leafarea,321.116037298592,327.477476540574,299.020309551989,301.294191402604,296.612507699216,-4540.06626213924,-1933.81102795058,OUMA,Leaf.Structure
leafarea,321.116037298592,331.100697930967,299.020309551989,302.216177339974,294.998915539442,-3837.84020561299,-4067.22442300356,OUMVA,Leaf.Structure
leafarea,321.116037298592,322.353279441027,299.020309551989,296.840304516828,295.089048257576,-4376.50733025261,-3112.20252059917,OUMA,Leaf.Structure
leafarea,321.116037298592,319.200848309292,299.020309551989,297.983372292597,295.301202397235,289.321781197121,268.555947158162,OUMVA,Leaf.Structure
leafarea,321.116037298592,324.786527316264,299.020309551989,295.738422793507,294.623725479237,-2554.22129172282,-2792.66447617942,OUMVA,Leaf.Structure
leafarea,321.116037298592,328.490641271188,299.020309551989,290.349198886425,290.770649747393,-3776.09544193095,-4800.87104495088,OUMVA,Leaf.Structure
leafarea,321.116037298592,327.913912439431,299.020309551989,298.699078327084,292.529386297438,293.667114758212,-6616.45937177135,OUMVA,Leaf.Structure
leafarea,321.116037298592,319.514706562791,299.020309551989,296.738219717882,292.570350760461,-2702.6115130883,-3521.61151488786,OUMVA,Leaf.Structure
leafarea,321.116037298592,328.473698940588,299.020309551989,295.373168386577,294.075468155764,290.48015429401,-3606.70305493546,OUMVA,Leaf.Structure
leafarea,321.116037298592,329.454433064353,299.020309551989,298.717984995002,293.466575764543,-1619.29650152433,-1817.92436545455,OUMVA,Leaf.Structure
leafarea,321.116037298592,329.335315175805,299.020309551989,295.440766794625,293.447674666496,-3069.08989203283,-936.626780010799,OUMA,Leaf.Structure
leafarea,321.116037298592,320.652166055306,299.020309551989,301.277897981916,294.10543200709,-3635.90215673889,-1970.36043800713,OUMA,Leaf.Structure
leafarea,321.116037298592,323.934953938619,299.020309551989,297.282306887267,294.639581221672,-3735.3473959536,-2677.64834737768,OUMA,Leaf.Structure
leafarea,321.116037298592,328.156314932564,299.020309551989,298.434811495165,292.284344083699,-2761.25877130271,-2755.46700094894,OUMA,Leaf.Structure
leafarea,321.116037298592,330.042367709803,299.020309551989,301.812939119422,298.238303218818,-1349.40149266948,-2548.27134702939,OUMVA,Leaf.Structure
leafarea,321.116037298592,328.47970238123,299.020309551989,298.52020910428,292.191253851977,-7428.78036637557,-7935.24213415241,OUMVA,Leaf.Structure
leafarea,321.116037298592,321.833383340786,299.020309551989,296.040707170393,291.423520483043,-4693.35754720052,-2270.98515311818,OUMA,Leaf.Structure
leafarea,321.116037298592,323.55615758138,299.020309551989,295.617816432076,294.896952015287,-1392.0710812476,-1659.37316332195,OUMVA,Leaf.Structure
leafarea,321.116037298592,323.043510428033,299.020309551989,302.384421738155,301.460314900639,-2188.62490530576,-2857.21176023626,OUMVA,Leaf.Structure
leafarea,321.116037298592,329.664295524384,299.020309551989,297.221055358271,295.616253259644,-2393.34520397706,-4441.41520071497,OUMVA,Leaf.Structure
leafarea,321.116037298592,324.701135299132,299.020309551989,295.060541577807,292.976916737069,292.70766139107,-2967.29670386445,OUMVA,Leaf.Structure
leafarea,321.116037298592,321.128222315251,299.020309551989,299.796726589721,294.937703040323,-3265.12863127608,267.713456962818,OUMA,Leaf.Structure
leafarea,321.116037298592,330.186101591825,299.020309551989,301.983982213858,292.123548128315,-7262.83305027003,-4055.35409755415,OUMA,Leaf.Structure
leafarea,321.116037298592,324.077802410761,299.020309551989,297.204310437202,293.592557393705,-3548.04569980195,-2396.76102045183,OUMA,Leaf.Structure
leafarea,321.116037298592,323.180204161614,299.020309551989,295.515309206029,285.730257080316,-3557.05744449436,-1940.45248872261,OUMA,Leaf.Structure
leafarea,321.116037298592,326.788676306861,299.020309551989,296.911458812729,294.337522806098,-1566.02825879391,-2361.99353682041,OUMVA,Leaf.Structure
leafarea,321.116037298592,328.262679121258,299.020309551989,298.75191607686,293.078492745014,-2168.69529228231,-2637.88109176572,OUMVA,Leaf.Structure
leafarea,321.116037298592,325.167919680192,299.020309551989,296.493072000374,294.713599503418,293.569651251688,-3212.90701594692,OUMVA,Leaf.Structure
leafarea,321.116037298592,328.45150124758,299.020309551989,297.910523070016,296.845870474407,293.107613178212,-100.649543004518,OUMVA,Leaf.Structure
leafarea,321.116037298592,329.29101337281,299.020309551989,298.737783061926,293.107204446054,-3861.38035628407,-2897.90255479381,OUMA,Leaf.Structure
leafarea,321.116037298592,325.028831758005,299.020309551989,298.348812688917,296.497207955547,-3112.85800793723,-2696.32382772812,OUMA,Leaf.Structure
leafarea,321.116037298592,329.108743458153,299.020309551989,301.353187367633,293.120468093861,-4832.39580158737,-4111.90578040154,OUMA,Leaf.Structure
leafarea,321.116037298592,321.678231359366,299.020309551989,296.00610135586,292.315606174089,-2085.36755393571,-2040.33365379158,OUMA,Leaf.Structure
leafarea,321.116037298592,322.996251729308,299.020309551989,295.19918885442,292.439635533717,287.93922018168,286.20049479516,OUMVA,Leaf.Structure
leafarea,321.116037298592,326.994046522852,299.020309551989,299.542956201327,292.919880716682,283.548045152314,-1460.43711321052,OUMVA,Leaf.Structure
leafarea,321.116037298592,323.710598740778,299.020309551989,300.836362192885,294.864721033547,-1618.91489436292,-997.929920554199,OUMA,Leaf.Structure
leafarea,321.116037298592,330.371445761133,299.020309551989,298.095382520887,292.029526248127,-2168.53135057418,-1614.46623459942,OUMA,Leaf.Structure
leafarea,321.116037298592,327.053974271051,299.020309551989,288.592048315147,287.884672392244,284.82497776783,-3334.40127527067,OUMVA,Leaf.Structure
leafarea,321.116037298592,320.485882911584,299.020309551989,295.704826307239,291.572522200082,287.691595075478,-2705.54100582486,OUMVA,Leaf.Structure
leafarea,321.116037298592,324.29037751516,299.020309551989,291.072236374363,289.579854053251,-3372.8229769383,-1290.30678792392,OUMA,Leaf.Structure
leafarea,321.116037298592,326.687518345837,299.020309551989,297.024006182529,291.509157351205,-2446.9043825116,-4111.74000439423,OUMVA,Leaf.Structure
leafarea,321.116037298592,325.086389841676,299.020309551989,298.25326455453,295.57479434234,-3028.06954403513,-3977.94366578436,OUMVA,Leaf.Structure
leafarea,321.116037298592,321.140020218078,299.020309551989,294.732411203819,291.734567130587,-812.560268973318,-908.562913402673,OUMVA,Leaf.Structure
leafarea,321.116037298592,328.009165726844,299.020309551989,298.049650943605,297.903471460004,-2376.14685700261,-2699.3370104796,OUMVA,Leaf.Structure
