trait,simmap,disc.trait,alpha1,alpha2,alpha3,alpha4,sigma1,sigma2,sigma3,sigma4,theta1,theta2,theta3,theta4
stemarea,22,app,0.0462179231525553,0.0462179231525553,0.0462179231525553,0.0462179231525553,0.489473600357912,0.351107654039942,1.00000000000167e-09,1.66553175733265e-21,-2.22348143967799,6.17045964440302,0.907539673620635,-1.5005703188935e-25
stemarea,23,app,0.0878732822742301,0.0877918780318544,0.075334093423347,0.0753340932899325,0.687321446752881,0.471241743644871,0.0726558022194406,0.0601378053547172,-1.29700821431374,5.36586737229395,-0.813758321925177,-9.69403310034222e-08
stemarea,24,app,0.0807442501983431,0.0763283552149625,0.0486206987621191,0.0486206983840227,0.488275591143985,0.446901151555001,0.366343495162911,0.31677558836329,-1.17670158211114,5.95818746967907,-1.14723299250994,-8.76611475405053e-06
stemarea,25,app,0.0407219034547081,0.0407219034547081,0.0407219034547081,0.0407219034547081,0.542154994857137,0.328687088773845,1e-09,3.12180216496272e-25,-1.40688439325985,8.12658052742022,1.18123286226774,-4.03121310183692e-28
stemarea,26,app,0.0911980968041071,0.0919757586366311,0.0773542502908778,0.0773542501111038,0.632066338716486,0.731555991758612,0.0983350748161296,0.0848899780222717,-1.18746094520057,3.69053241803362,-1.23659558625974,-0.000206290266354631
stemarea,27,app,3.08910532555505,0.00274314067595203,3.12456963254739e-07,0,0.403111131113937,0.403111131113937,0.403111131113937,0.403111131113937,-2.26643826410406,0,0,0
stemarea,28,app,0.0668357665317364,0.0656765216325848,0.0606740794911516,0.0606740794131695,0.528311393321808,0.380164437867587,0.0980752380646247,0.04723443889088,-1.44573542259896,5.45319170116241,-0.605513977290014,-9.94906126458158e-07
stemarea,29,app,0.179412380830322,0.122788212430207,0.00627938535732076,0.0062793841057684,0.916364894049515,0.892317569832378,0.858836433516283,0.857880752344294,-1.46985048190519,5.38133181533707,-0.0547253022288207,-5.03899756455504e-10
stemarea,30,app,0.0808045420947938,0.0685959910943568,0.0300118814072207,0.0300118808992408,0.50258262779871,0.464783818326803,0.412196819207708,0.385059691601048,-1.58694977052356,5.32325547167314,-0.891230101629397,-7.2910413512978e-06
stemarea,31,app,0.10951442440678,0.10951442440678,0.10951442440678,0.10951442440678,0.648922118518013,0.524764345878801,1e-09,2.16027372507305e-25,-1.4712397327296,4.02712029987705,0.283987860527334,-3.6801581199111e-31
stemarea,32,app,0.0925817031468177,0.0889630378297858,0.0823272236521297,0.0823272214122352,0.674940258702549,0.453745339465697,0.0636653732792892,0.0511577338007162,-1.55213229631891,4.89797760717394,1164098.44712886,-2.25387624567246e-09
stemarea,33,app,0.0509576855894008,0.0509571361197583,0.050956888652671,0.0509562089531802,0.527430090779756,0.343285681561498,0.00518848433714212,3.07496874191709e-05,-1.88446955523723,6.35756718761038,-2.82373203306665,-4.28144171784823e-10
stemarea,34,app,1.91703064277624,0.023599171872311,5.43889262352315e-08,4.20908011684289e-317,0.45758612633639,0.45758612633639,0.45758612633639,0.45758612633639,-3.09433308143294,3.0835272868845e-315,1.22282680136081e-316,0
stemarea,35,app,0.0616437161346359,0.0615825601713744,0.061468415652661,0.0614684156311334,0.563683791080862,0.397285516086146,0.0123351617666666,0.000975052928810204,-1.63794443588618,5.75354536195,21494.2135391468,-1.44608894317606e-08
stemarea,36,app,2.8447150094386,0.0500161036593132,2.23727424875377e-09,0,0.310673319079999,0.310673319079999,0.310673319079999,0.310673319079999,-1.65348779871766,0,0,0
stemarea,37,app,0.069323182811273,0.0665913059176312,0.0583156264381247,0.0583156263282151,0.674155859610467,0.390537881588649,0.0590447383669791,0.0535299730027624,-1.54171937424293,5.74492539346305,-0.830259714075384,-2.19788510518544e-08
stemarea,38,app,0.0334718273886341,0.0334718273886341,0.0334718273886341,0.0334718273886341,0.48364560383404,0.287956792996904,1e-09,1.83098792253191e-24,-1.74547407061034,10.4666071033725,0.582012701244559,-6.07966917923511e-30
stemarea,39,app,3.91340625004025,2.67993543980643e-05,1.35907407979737e-07,0,0.0143435607884194,0.0143435607884194,0.0143435607884194,0.0143435607884194,-2.86239408076568,0,0,0
stemarea,40,app,0.0577842735330802,0.0577842735330802,0.0577842735330802,0.0577842735330802,0.661477905747007,0.408595191034265,1.00000000011917e-09,1.19167505916089e-19,-1.59017352571706,5.74879736010445,-0.0155235582059798,-2.3826434914986e-22
stemarea,41,app,0.05292100161579,0.05292100161579,0.05292100161579,0.05292100161579,0.58669795335274,0.268290001892248,1.00000000005929e-09,5.92876612591244e-20,-1.56513542210153,7.25297239036695,-1.51060247355947,-9.19026228883782e-27
stemarea,42,app,0.0449653276645003,0.0449653276645003,0.0449653276645003,0.0449653276645003,0.562251429514304,0.252946724686206,1.00000000000001e-09,1.1288242422985e-23,-1.06718089325829,9.11652714885968,-2.94565824614401,-8.78408648935864e-30
stemarea,43,app,0.0985430024630446,0.0985430024630446,0.0985430024630446,0.0985430024630446,0.568920342457045,0.457148744802146,1.00000000000395e-09,3.94738414679269e-21,-1.54849676273661,4.53697870781889,-0.336171940307951,-1.16809615106022e-27
stemarea,44,app,0.0943124806720096,0.0943124806723659,0.0943124806693586,0.0943124806693586,0.712787451650927,0.471700013274323,1.00712990455931e-09,7.12990456340717e-12,-1.70545767049964,4.35224498046033,-0.331330670333327,-5.41772910141398e-26
stemarea,45,app,0.0876700113431623,0.0874665004393592,0.0863278969448622,0.0863278969314968,0.612483664411129,0.594561142988616,0.0214753154934459,0.00704059333723479,-1.69117129470747,3.79190356362122,-0.45861442519275,-1.83588185761698e-07
stemarea,46,app,2.74488449693387,0.0209052170079605,0.000978503199295668,0,4.36421370490128,4.36421370490128,4.36421370490128,4.36421370490128,-2.84256593942155,0,0,0
stemarea,47,app,0.0438018516374182,0.0425601610620527,0.0412402982905037,0.0412402982579105,0.494390931963889,0.335885045471704,0.0292045424432565,0.0157000402421841,-0.994894420993722,7.829828500897,-1.85162928377808,-5.90977971836764e-07
stemarea,48,app,0.0875999175415846,0.0875999175415846,0.0875999175415846,0.0875999175415846,0.657413836829527,0.342453612145568,1.0000000000006e-09,6.01143843817057e-22,-1.65253990145529,5.26595393339123,-0.841053403332069,-7.56310122930896e-32
stemarea,49,app,0.123503146846226,0.102729904236698,0.0227826015711638,0.022782584316819,0.60734204460535,0.591618707688924,0.566979519715014,0.549487201709554,-1.57083497861941,4.95764421251706,7763486.97664584,-2.78040154175446e-07
stemarea,50,app,0.0835787635923314,0.0814015439512321,0.043850940874309,0.0438509404161376,0.539317122332887,0.580032554206506,0.252766084824746,0.241106088607181,-1.2154394375738,4.34888767880836,-1.47347385889079,-4.11830056960574e-05
stemarea,51,app,0.0299065512320889,0.0299065512320889,0.0299065512320889,0.0299065512320889,0.489636303309845,0.34534444362472,1.00000000000633e-09,6.32821444511585e-21,-1.48776447319029,9.36333240235665,0.0939743215534824,-4.21841079114703e-23
stemarea,52,app,0.117561232028349,0.117710841809531,0.0437002035870993,0.0437002029124575,0.515563225870838,0.509293727737063,0.491309862091716,0.467694308490275,-1.48130783438429,3.71859228258262,-0.539849910072901,-1.24245588497686e-05
stemarea,53,app,0.0763652570080239,0.0763652570080239,0.0763652570080239,0.0763652570080239,0.796871436930785,0.413632511896721,1.0000000000009e-09,8.99570888834564e-22,-1.33759939788402,4.94373935237537,-0.710244014234645,-5.74158143035404e-28
stemarea,54,app,0.0727993948119796,0.0724313677586423,0.0680618936716484,0.0680618936334497,0.585268469324169,0.508248525927754,0.0327529363401005,0.0268643219878789,-1.557298333979,4.87647939534298,-0.409150922251267,-1.40888396352711e-07
stemarea,55,app,2.72031378644371,0.0183049588052783,2.87312510846118e-08,0,0.312537822085616,0.312537822085616,0.312537822085616,0.312537822085616,-2.4858944087093,0,0,0
stemarea,56,app,0.0178424495411552,0.0178326383483422,0.0178216408669635,0.0178011273575458,0.458591348748494,0.280602229600815,0.0124535188580586,0.000973178284139416,-1.99207907216044,17.7758127059082,-1.14289265482535,-1.76424183791047e-08
stemarea,57,app,0.0777612437280674,0.0720716361748731,0.05444077023425,0.0544407657090132,0.568807120531923,0.420212244948766,0.222515106025693,0.165984452255731,-1.12851761107414,5.84849579326909,-1618986.59713546,-2.70205377696603e-06
stemarea,58,app,6.66004335507825,0.0335664473431453,1.46596884359007e-08,0,0.389785464929867,0.389785464929867,0.389785464929867,0.389785464929867,-2.04611788129717,0,0,0
stemarea,59,app,0.0725861565326222,0.0685839950798708,0.0630429004586468,0.0630429003526796,0.587506136142099,0.329487775386047,0.0636187491926889,0.0509661834377982,-1.3179606352112,7.301652895513,-0.943896479639359,-3.40540316614563e-10
stemarea,60,app,0.134260992041011,0.118692941333331,0.00934662743812031,0.00934660313541965,0.635609833424779,0.626873977464471,0.615969916196199,0.607142072721774,-1.16418824467183,3.8940883352719,-11677419.1350642,-2.3170706899931e-06
stemarea,61,app,0.0177061345359774,0.0177061345359774,0.0177061345359774,0.0177061345359774,0.555110993713757,0.290971245486424,1.00000000000004e-09,4.44173381331455e-23,-1.37231212952224,14.7009909274548,-1.16211821211682,-7.55420810901086e-27
stemarea,62,app,0.0574006934217504,0.0572293764876957,0.0570361567301808,0.057036156715418,0.552261044773954,0.246371575237118,0.00848299725332591,0.00203134669386631,-1.57765059751745,8.34163114851397,-0.598769349365468,-2.98160932500302e-11
stemarea,63,app,0.0236067415712632,0.0236067415712632,0.0236067415712632,0.0236067415712632,0.440398099567508,0.28566369640276,1.00000000005249e-09,5.24914645894463e-20,-1.51747899559929,15.6249822068714,-0.275280100017778,-2.2049672944065e-24
stemarea,64,app,0.0690748907806641,0.0690748907806641,0.0690748907806641,0.0690748907806641,0.519605206254896,0.410296054970914,1.00000000000006e-09,5.62483693152479e-23,-1.86103763485986,5.66734609265319,-0.0689357032571673,-1.38613083518202e-30
stemarea,65,app,0.0428765298190934,0.0428608153555447,0.0428375139663242,0.0428375139658505,0.482294373888469,0.397377951757751,0.00553405365014375,0.000350960262523863,-1.47245149058766,7.40492996447924,-0.443039539326431,-2.3719757607319e-08
stemarea,66,app,0.086773937054033,0.0815095778109607,0.0484833609745483,0.048483360518627,0.484685979699514,0.475002911761029,0.439368261867847,0.410176295302184,-1.3489725656766,4.22466456394276,-0.800892598807737,-7.28573819539572e-05
stemarea,67,app,2.44053719225479,5.53298798658829e-05,1e-09,0,1.01915197638611e-09,1.01915197638611e-09,1.01915197638611e-09,1.01915197638611e-09,-1.55897163788099,0,0,0
stemarea,68,app,3.38494446696946,0.0017869869569985,0.00180494876651074,0,0.133416630762791,0.133416630762791,0.133416630762791,0.133416630762791,-3.09699953174367,0,0,0
stemarea,69,app,0.0516156713107765,0.0516156713107765,0.0516156713107765,0.0516156713107765,0.631589158108427,0.300795304131701,1.00000000000002e-09,2.14266388976234e-23,-1.79132402489037,6.76694015852206,-1.59589649226418,-2.53358802840942e-29
stemarea,70,app,2.01333457951424,0.0184711925229504,5.03471982405179e-08,1.42927877656838e-216,0.229737564982282,0.229737564982282,0.229737564982282,0.229737564982282,-3.09477357402106,8.15695149022523e-13,6.35487057150342e-20,-1.26539548300537e-220
stemarea,71,app,0.0326726810315154,0.032557940242505,0.0321015738195722,0.0321015737281976,0.555800893511396,0.309875476997127,0.00483805545939183,0.00284166245175633,-1.28933555587689,9.49954386975801,-21401.3486331629,-5.80007915999495e-09
stemarea,72,app,0.0534318322603638,0.0427368387484185,0.0389651138447322,0.0322938385428437,0.431242786648603,0.375874448170216,0.308706445806332,0.256449949570917,-1.56465716629794,8.98028666665914,-2.03710752262933,-2.98312273940385e-05
stemarea,73,app,0.0892193127292252,0.0892193127292252,0.0892193127292252,0.0892193127292252,0.892516307880376,1.00000000580758e-09,0.32601135967591,5.80757511086682e-18,-1.83313006407638,-0.502886514191286,4.50011206190571,-6.87438762728211e-25
stemarea,74,app,0.080844530556021,0.072531156857768,0.0558428371565932,0.0558428368907177,0.540621908131169,0.407010469145983,0.259200601446093,0.226797944445472,-1.43490343176561,6.30397062307367,-0.793403371632057,-3.28534382342294e-07
stemarea,75,app,0.0721629846657242,0.0631485042629938,0.0643091280427674,0.0563213210857844,0.477487624288566,0.450272745910348,0.373158660692475,0.322100026754045,-1.12645129431023,6.58160648867586,-1.84961249236181,-0.000133436127600415
stemarea,76,app,0.0896911994546226,0.0896911994546226,0.0896911994546226,0.0896911994546226,0.704773451446287,0.331733863774193,1.00000000000006e-09,6.06429972574496e-23,-1.52246628115509,4.88075169021813,-0.664650322548942,-1.42795769395753e-31
stemarea,77,app,0.0494908187854139,0.0494908187854139,0.0494908187854139,0.0494908187854139,0.62962587049431,0.276037739240075,1.00000000000043e-09,4.31661405172128e-22,-1.6105427597824,8.96523097894625,0.68386844056545,-1.86053247032889e-29
stemarea,78,app,0.0525296225955752,0.0525296225955752,0.0525296225955752,0.0525296225955752,0.574764385155336,0.358951208318658,1.00000000000004e-09,4.2545368437853e-23,-1.14284595491071,7.44030039206377,-1.34009513551416,-9.38904138561377e-29
stemarea,79,app,0.0636632070443754,0.0636632070443754,0.0636632070443754,0.0636632070443754,0.596865005329976,0.422228736970546,1e-09,1.0503048815165e-25,-1.55448515817319,4.73009016466423,0.598787834993152,-2.50498430488107e-28
stemarea,80,app,0.0718061527426532,0.0705251303890471,0.0675305964833318,0.0675305964536438,0.546592281419717,0.336597619778464,0.0299703804399247,0.0181035752062344,-1.64427216311745,6.87999890437706,-0.911127027226107,-8.30207191881211e-12
stemarea,81,app,0.0566433672988913,0.0566396838976291,0.0566418624170454,0.0566396838972833,0.501753150275768,0.00616907246806296,0.353686767711514,4.28272511894454e-05,-2.11456540073143,345.605784747138,6.1569392080346,-5.74824765304726e-10
stemarea,82,app,0.191847782259985,0.146630604087768,0.000611700442930084,0.00061169902016885,0.81230763841817,0.811419071297835,0.809018656732522,0.808879831450773,-1.39329787483132,4.23798677067693,-0.00994920417712868,-1.23017466486036e-10
stemarea,83,app,0.0349526042921473,0.0349526042921473,0.0349526042921473,0.0349526042921473,0.543517892160532,0.362810053912845,1e-09,2.46257435022574e-24,-1.58226019742457,8.83784782919243,0.990106707013759,-1.72265445041637e-27
stemarea,84,app,0.0645685502226541,0.044281724125791,0.0289366414145886,0.0289366368735234,0.556314111156868,0.458784783149825,0.336974271351433,0.297411412191406,-1.43718348921467,9.16349260933723,3308725.60829696,-0.00011012663723438
stemarea,85,app,0.325215537319793,0.364707841690633,3.89462976314233e-05,3.89451198214813e-05,1.22753137510824,1.22750205597464,1.22743012399355,1.22739219101947,-1.40901720377157,2.53086385211469,0.000246646427348096,-4.05881224830778e-07
stemarea,86,app,0.0558544450555645,0.0558109361652233,0.0557502055320164,0.0557502055308112,0.57364059352321,0.463945360943205,0.00615218391434233,0.000700660565211751,-1.26123843804741,4.37250165454401,-0.0781072723446832,-1.79563295639418e-06
stemarea,87,app,0.0557156551269877,0.0556510365781245,0.0555875789144673,0.055587578913432,0.520322020421713,0.296010954874022,0.00626639319820265,0.000579218889069818,-1.98388647209208,7.16963580168766,-0.00249836624754902,-6.86532607866604e-12
stemarea,88,app,0.0614129720562303,0.0610626001400841,0.0603380964656247,0.0603380963370265,0.650602292825816,0.370080171879925,0.0113992604778294,0.00566993968431521,-1.80754939762662,6.33674007670684,90301.4209744529,-5.56357054634651e-09
stemarea,89,app,0.0487826786485089,0.0484141186136169,0.0466862434158427,0.046686243390994,0.529695112444454,0.366891145223864,0.0261993933029841,0.0130526582959459,-1.30654377834595,7.72335811692551,-2.09534314518673,-2.38494254475927e-07
stemarea,90,app,0.0565264346426734,0.0565264346426734,0.0565264346426734,0.0565264346426734,0.503540793685734,0.40798513776702,1.00000000002209e-09,2.20854734973501e-20,-1.82344294572787,5.07614424065237,0.393863971110807,-5.87753431337672e-25
stemarea,91,app,0.0836930206293504,0.0806222704920529,0.0774759165728604,0.0774759155109438,0.651856481235037,0.30909511186429,0.0541786552666712,0.0321602319290606,-1.27351276868774,5.64292558347949,-625222.224295205,-1.75054888212195e-10
stemarea,92,app,0.0962332741107536,0.0962332741107536,0.0962332741107536,0.0962332741107536,0.729894360836652,0.624073393942736,1.00000000000001e-09,5.19701410233453e-24,-1.39947853977514,3.71960381444369,-0.259815068332847,-1.50516925194462e-27
stemarea,93,app,4.24463235085975,0.000369739773913855,0.179344714191472,0,0.111765116627576,0.111765116627576,0.111765116627576,0.111765116627576,-2.02555108636289,0,0,0
stemarea,94,app,0.0269326768407109,0.0269326768407109,0.0269326768407109,0.0269326768407109,0.447309832574277,0.376547766824363,1.00000000000001e-09,4.61341738875671e-24,-1.56099838263798,9.63881008448424,0.816254681348964,-2.89382469612523e-27
stemarea,95,app,0.122424125796538,0.122424125796538,0.122424125796538,0.122424125796538,0.743516053750862,0.545965405323175,1e-09,2.52617657040578e-24,-1.54058098548201,3.75641392413706,0.0987418284107024,-2.77477039427708e-31
stemarea,96,app,0.0549250209447257,0.0540105386642656,0.0530808052291789,0.0530198895294382,0.496018300322433,0.261873792366667,0.0594231158131911,0.0137968177963574,-1.28761934490896,8.32871403468553,-1.98452687897817,-3.65481715118217e-09
stemarea,97,app,0.085629644557178,0.0769813140472436,0.069086869061014,0.0690868673113041,0.657579267761032,0.375239552285413,0.179520813671767,0.109970658291802,-1.44535233131371,6.01931679841144,776064.362351525,-1.20983483391055e-06
stemarea,98,app,1.24873800280455,1.29533842062337,1.09443599632753e-09,8.19798761721638e-39,1.67611547907089,1.67611547907089,1.67611547907089,1.67611547907089,-1.40342713065839,2.58196277939205,-1.67180454297246e-16,-1.67779013728554e-62
stemarea,99,app,0.0574471392549277,0.0429257440212468,0.0301737770819714,0.030173771490234,0.447078456747711,0.432745165500158,0.368289514267144,0.331470773026372,-1.46206427948105,6.91596494455789,-4506180.09634347,-0.000371580792553751
stemarea,100,app,2.34539407301619,0.0307846248480677,6.18605629409087e-08,6.19208370581823e-277,6.59679276993726,6.59679276993726,6.59679276993726,6.59679276993726,-1.12438178570318,-9.88641043362558e-10,-3.89658206508611e-19,-5.45828270454143e-299
leafarea,1,app,0.207403398551456,0.207374400686931,0.207372638867135,0.207272011546923,1.4327211998742,0.871074980777951,0.163390562120737,0.0458405818218926,-0.34673775219441,1.06711734207226,-0.278803405485689,6.52669438848844e-05
leafarea,2,app,1.13590718594391,1.18943788538714,1.14952438482581e-09,3.44246223177865e-71,2.25982515321364,2.25982515321364,2.25982515321364,2.25982515321364,-0.48582967980412,1.02757861674712,-7.38385194595306e-14,1.74237275866056e-88
leafarea,3,app,0.133805756989784,0.133805756989784,0.133805756989784,0.133805756989784,1.06548149647875,0.576079436423426,1.00000000002152e-09,2.1520118794772e-20,-0.41068968988561,1.36772389540372,-0.584464625459496,7.52059136743571e-29
leafarea,4,app,3.56194593027986,0.00832864007584021,6.77331041601613e-07,0,0.0474793634253151,0.0474793634253151,0.0474793634253151,0.0474793634253151,-0.0562110753942176,0,0,0
leafarea,5,app,2.8129093564627,0.0813387765105737,1.76914298747638e-09,0,2.27805404377981,2.27805404377981,2.27805404377981,2.27805404377981,-1.42412318915878,3.58381465068199e-13,2.73641698624392e-18,0
leafarea,6,app,0.398585158819358,0.394229187301168,0.393280788407012,0.382478791261707,2.43945398912074,1.56846206463557,0.642008975621672,0.248271046866374,-0.38413168017323,1.10242029380018,-0.0574275535921783,0.0011058718957722
leafarea,7,app,0.206992601578618,0.202259276565392,0.197062912205481,0.188261605472477,1.35223970359137,0.807068892440494,0.214845605239239,0.106092956136452,-0.421175426472313,1.1879311474506,-0.17807813845135,0.000126786499410343
leafarea,8,app,0.240692870866355,0.233083279995482,0.221078476479282,0.221078476227878,1.59314158901133,1.00711366396599,0.456524551737919,0.366616046091735,-0.265954660350046,1.19654902485916,-0.23449954871063,8.34218797652707e-05
leafarea,9,app,1.36842453407921,1.36189024566795,1.00719681143427e-09,1.13978227070387e-80,2.82806241317012,2.82806241317012,2.82806241317012,2.82806241317012,-0.33451591418544,1.00734447006992,1.0590034353027e-17,1.59309357551156e-100
leafarea,10,app,3.09902886913694,0.021408374632608,9.40414886744523e-07,0,0.514806821012961,0.514806821012961,0.514806821012961,0.514806821012961,-0.803977580310433,0,0,0
leafarea,11,app,0.0987006060645094,0.0987006060666139,0.0987006018993675,0.0987006018993674,0.887943445280681,0.503102219390276,1.90917044348707e-08,1.80917044388276e-08,-0.194924416205403,1.62090496870518,-0.0809781719487107,2.47463064596152e-28
leafarea,12,app,0.182558249657078,0.18249563081559,0.182336085604002,0.182112488182548,1.28494710596883,0.677572491619245,0.103139828976088,0.00819379039295033,-0.287703631073005,1.46641920819531,-0.315010963741858,1.38769417640983e-05
leafarea,13,app,3.51542747527065,0.0467329333022953,0.0057721880547896,0,0.146301551369446,0.146301551369446,0.146301551369446,0.146301551369446,1.72995837093653,0,0,0
leafarea,14,app,2.58740733422512,0.05049021055506,1.09884393291586e-07,1.48219693752374e-323,4.77230853315354,4.77230853315354,4.77230853315354,4.77230853315354,-0.138824315959866,-1.06421216526135e-11,-2.17987190874965e-19,0
leafarea,15,app,0.137997660428415,0.136265514410339,0.131829688629056,0.128381669732853,1.05136939706203,0.598223946186473,0.110316929221186,0.0531277803697242,-0.0752213920995918,1.61306818398467,-0.823763375794743,0.000101686186649784
leafarea,16,app,3.28454118653398,0.0207308786422608,9.20630061187833e-08,0,0.102893571954697,0.102893571954697,0.102893571954697,0.102893571954697,-0.599160464613405,0,0,0
leafarea,17,app,2.27181872254186,0.00153097993852987,3.71618115564297e-08,0,5.06240138589402,5.06240138589402,5.06240138589402,5.06240138589402,-0.30782440178847,-3.3347372807979e-11,-1.61488042338522e-16,0
leafarea,18,app,0.101535515743995,0.101535515743995,0.101535515743994,0.101535515743994,0.912939760391762,0.48054716991713,1.00000088886859e-09,8.88868590891361e-16,-0.339834839405923,1.73502215406848,0.420570133256135,5.35417871890626e-28
leafarea,19,app,2.18730721112893,1.13937618634761e-07,1.22801027188209e-05,0,1.04836568017846e-09,1.04836568017846e-09,1.04836568017846e-09,1.04836568017846e-09,-0.00962952395238084,0,0,0
leafarea,20,app,0.191707187798563,0.179323280917751,0.158070932430305,0.141294185136229,1.23277353808768,0.858841786981586,0.347598712470389,0.289516654094474,-0.206589847250242,1.30693453595598,-0.968620160912031,3.67349948730865e-05
leafarea,21,app,3.20627592085106,0.00349566935157586,2.87318021333947e-07,0,0.0298160422974271,0.0298160422974271,0.0298160422974271,0.0298160422974271,-0.612816237741583,0,0,0
leafarea,22,app,1.9160721484184,0.0584231634289999,6.38246995707446e-07,8.11524650590697e-279,0.146650887623183,0.146650887623183,0.146650887623183,0.146650887623183,0.286526677144796,-1.74786009390163e-07,4.05819699704309e-13,8.82117622781492e-303
leafarea,23,app,0.186096663795712,0.185608696498416,0.184628975572597,0.184628975546531,1.3162831206702,0.758876447294701,0.0806360878573022,0.0120788974055788,-0.30692180730714,1.39265999752267,-0.238385464321041,1.82132603245716e-05
